Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
gland development (GO:0048732),9/75,0.012264979583150324,1,0,0,2.4,10.56241743819921,TG;IGSF3;RARA;PCSK9;ARID5B;LSR;PROX1;PTF1A;DKK3
sulfur compound transport (GO:0072348),4/19,0.01318872540853091,1,0,0,4.2105263157894735,18.224812421427043,SLC5A6;SLC25A26;SLC26A8;SLC26A7
response to axon injury (GO:0048678),3/11,0.015204352818016067,1,0,0,5.454545454545454,22.833673759197463,DHFR;MORN4;MTR
positive regulation of heterotypic cell-cell adhesion (GO:0034116),3/11,0.015204352818016067,1,0,0,5.454545454545454,22.833673759197463,FGG;FLOT1;BMP7
positive regulation of T-helper cell differentiation (GO:0045624),3/11,0.015204352818016067,1,0,0,5.454545454545454,22.833673759197463,RARA;IL18;NLRP3
positive regulation of cellular metabolic process (GO:0031325),10/92,0.0165088392043829,1,0,0,2.1739130434782608,8.921433330782813,INPP5F;ANGPT1;RAB1B;CCL5;NR1H2;PCSK9;ECE1;AGPAT1;SCYL2;SNCA
regulation of actomyosin structure organization (GO:0110020),3/12,0.01953037772410442,1,0,0,5,19.678920967843133,AKAP13;ASAP3;SLC9A1
microtubule bundle formation (GO:0001578),5/32,0.020257193169988103,1,0,0,3.125,12.185141656980141,RSPH4A;TPPP3;MTCL1;KIF20A;CDK5RAP2
regulation of endocytosis (GO:0030100),8/69,0.02140241958132488,1,0,0,2.318840579710145,8.914205910255662,RAB5B;DAB2;SNX17;FLOT1;BMP2K;ABL2;SYT7;SNCA
response to organic cyclic compound (GO:0014070),8/69,0.02140241958132488,1,0,0,2.318840579710145,8.914205910255662,DHFR;PAQR9;CHRNB3;KYNU;CCL5;IL18;DRD3;DRD4
water transport (GO:0006833),3/13,0.02446267254220388,1,0,0,4.615384615384615,17.125877967461363,AQP10;AQP8;AQP4
alpha-linolenic acid metabolic process (GO:0036109),3/13,0.02446267254220388,1,0,0,4.615384615384615,17.125877967461363,FADS2;ACSL1;FADS1
catecholamine biosynthetic process (GO:0042423),3/13,0.02446267254220388,1,0,0,4.615384615384615,17.125877967461363,PNMT;INSM1;SNCA
pre-miRNA processing (GO:0031054),3/13,0.02446267254220388,1,0,0,4.615384615384615,17.125877967461363,AGO3;AGO1;DROSHA
response to insulin (GO:0032868),8/71,0.024980280826104758,1,0,0,2.2535211267605635,8.314745988304397,GHRHR;CITED1;TBC1D4;PRKDC;PCSK9;INHBB;FOXO1;PCK2
melanosome organization (GO:0032438),4/23,0.025734894590821872,1,0,0,3.4782608695652173,12.730112841155169,BLOC1S6;TRAPPC6A;BLOC1S1;SHROOM2
regulation of interferon-beta production (GO:0032648),5/34,0.02579993741840051,1,0,0,2.941176470588235,10.757009449120288,TBK1;RNF216;FLOT1;POLR3F;NLRC3
regulation of lipid metabolic process (GO:0019216),10/100,0.02784947913949708,1,0,0,2,7.1618820302714505,NCOR2;CREBBP;HDAC3;ACSL1;TBL1XR1;PSAP;CYP4A11;EDF1;HMGCS2;FADS1
positive regulation of cytokine production (GO:0001819),18/220,0.027898246955660958,1,0,0,1.6363636363636362,5.856858695878907,CREBBP;PRKDC;IL18;AGPAT1;ISL1;CCDC88B;TBK1;IL7;RARA;FLOT1;POLR2E;POLR3F;NLRP3;LBP;TLR5;IL6ST;POLR3K;POLR2K
cellular modified amino acid biosynthetic process (GO:0042398),4/24,0.02969412469495944,1,0,0,3.333333333333333,11.722686914871057,GCLC;PLSCR1;PTDSS1;OPLAH
neuromuscular synaptic transmission (GO:0007274),4/24,0.02969412469495944,1,0,0,3.333333333333333,11.722686914871057,SLC5A7;CHRNB3;DTNA;RIMBP2
regulation of cardiac muscle cell action potential (GO:0098901),4/24,0.02969412469495944,1,0,0,3.333333333333333,11.722686914871057,SLMAP;CTNNA3;FGF13;DSC2
fluid transport (GO:0042044),3/14,0.030000982735417972,1,0,0,4.285714285714286,15.027964885753896,AQP10;AQP8;AQP4
modified amino acid transport (GO:0072337),3/14,0.030000982735417972,1,0,0,4.285714285714286,15.027964885753896,SLC5A6;SLC7A9;FOLR2
pancreas development (GO:0031016),3/14,0.030000982735417972,1,0,0,4.285714285714286,15.027964885753896,PROX1;PTF1A;ISL1
cardiac muscle tissue development (GO:0048738),5/36,0.032227243715029656,1,0,0,2.7777777777777777,9.541508627909957,AKAP13;SGCD;PROX1;BMP7;SGCG
negative regulation of mRNA catabolic process (GO:1902373),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,PKP1;PKP3
mineralocorticoid biosynthetic process (GO:0006705),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,CYP11B2;CACNA1H
regulation of superoxide metabolic process (GO:0090322),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,DHFR;BMP7
regulation of dopamine metabolic process (GO:0042053),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,HTR1A;DRD4
bundle of His cell-Purkinje myocyte adhesion involved in cell communication (GO:0086073),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,CTNNA3;DSC2
renal system process involved in regulation of blood volume (GO:0001977),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,CYP11B2;CYP4A11
regulation of ribonucleoprotein complex localization (GO:2000197),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,ZC3H3;IWS1
intermediate filament bundle assembly (GO:0045110),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,KRT14;PKP1
regulation of cellular response to oxidative stress (GO:1900407),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,DHFR;BMP7
cerebral cortex cell migration (GO:0021795),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,HTR6;FGF13
telencephalon cell migration (GO:0022029),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,HTR6;FGF13
positive regulation of clathrin-dependent endocytosis (GO:2000370),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,DAB2;SCYL2
cellular nitrogen compound catabolic process (GO:0044270),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,TST;CYP3A5
negative regulation of delayed rectifier potassium channel activity (GO:1902260),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,KCNE3;KCNRG
regulation of mRNA export from nucleus (GO:0010793),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,ZC3H3;IWS1
regulation of sarcomere organization (GO:0060297),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,AKAP13;PROX1
negative regulation of Ras protein signal transduction (GO:0046580),5/37,0.03578300819815846,1,0,0,2.7027027027027026,9.000762512391741,RASA4B;MYOC;RASA1;SPRY2;STAMBP
regulation of mRNA metabolic process (GO:1903311),3/15,0.03614002285058795,1,0,0,4,13.281417446154263,RBM27;CDK11A;IWS1
catecholamine metabolic process (GO:0006584),3/15,0.03614002285058795,1,0,0,4,13.281417446154263,PNMT;DRD3;DRD4
vesicle coating (GO:0006901),7/63,0.037195930953808354,1,0,0,2.222222222222222,7.314568681439843,GRIA1;TRAPPC6A;SEC24A;SAR1B;PDCD6;RAB1B;PPP6R3
COPII vesicle coating (GO:0048208),7/63,0.037195930953808354,1,0,0,2.222222222222222,7.314568681439843,GRIA1;TRAPPC6A;SEC24A;SAR1B;PDCD6;RAB1B;PPP6R3
"vesicle targeting, rough ER to cis-Golgi (GO:0048207)",7/63,0.037195930953808354,1,0,0,2.222222222222222,7.314568681439843,GRIA1;TRAPPC6A;SEC24A;SAR1B;PDCD6;RAB1B;PPP6R3
monovalent inorganic cation homeostasis (GO:0055067),4/26,0.038635239533284925,1,0,0,3.076923076923077,10.01104762372913,SLC12A5;CYP11B2;CYP4A11;SLC9A1
positive regulation of innate immune response (GO:0045089),5/38,0.03957106613030883,1,0,0,2.631578947368421,8.499097581720862,PLSCR1;CCL5;POLR3F;LBP;TLR5
response to organonitrogen compound (GO:0010243),6/51,0.040857843918708184,1,0,0,2.352941176470588,7.523897549447783,DHFR;VCP;AVPR1B;KYNU;DRD3;DRD4
coenzyme metabolic process (GO:0006732),6/51,0.040857843918708184,1,0,0,2.352941176470588,7.523897549447783,SLC5A6;VNN2;THEM4;GLYAT;PPCDC;COASY
lipopolysaccharide-mediated signaling pathway (GO:0031663),3/16,0.04287015534900723,1,0,0,3.75,11.81092265495912,CCL5;IL18;LBP
C21-steroid hormone biosynthetic process (GO:0006700),3/16,0.04287015534900723,1,0,0,3.75,11.81092265495912,CYP11B2;LHB;CACNA1H
DNA alkylation (GO:0006305),3/16,0.04287015534900723,1,0,0,3.75,11.81092265495912,DNMT1;EHMT2;GATAD2A
DNA methylation or demethylation (GO:0044728),3/16,0.04287015534900723,1,0,0,3.75,11.81092265495912,DNMT1;EHMT2;GATAD2A
negative regulation of transcription regulatory region DNA binding (GO:2000678),3/16,0.04287015534900723,1,0,0,3.75,11.81092265495912,MSX2;HEY1;ANKRD33
linoleic acid metabolic process (GO:0043651),3/16,0.04287015534900723,1,0,0,3.75,11.81092265495912,FADS2;ACSL1;FADS1
negative regulation of microtubule polymerization or depolymerization (GO:0031111),4/27,0.04362093265098386,1,0,0,2.962962962962963,9.280646332348267,STMN2;FGF13;SNCA;CLASP2
negative regulation of small GTPase mediated signal transduction (GO:0051058),4/27,0.04362093265098386,1,0,0,2.962962962962963,9.280646332348267,RASA4B;RASA1;SPRY2;STAMBP
negative regulation of cell-matrix adhesion (GO:0001953),4/27,0.04362093265098386,1,0,0,2.962962962962963,9.280646332348267,MYOC;RASA1;SEMA3E;CLASP2
phosphatidylserine metabolic process (GO:0006658),4/27,0.04362093265098386,1,0,0,2.962962962962963,9.280646332348267,PTDSS1;PLA2G12A;PLSCR1;PLA2G4E
inner ear receptor stereocilium organization (GO:0060122),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,CLIC5;STRC
cardiac muscle cell-cardiac muscle cell adhesion (GO:0086042),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,CTNNA3;DSC2
axon regeneration (GO:0031103),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,DHFR;MTR
coenzyme A biosynthetic process (GO:0015937),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,PPCDC;COASY
regulation of mitochondrial membrane permeability involved in apoptotic process (GO:1902108),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,ACAA2;THEM4
ribonucleoside bisphosphate biosynthetic process (GO:0034030),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,PPCDC;COASY
miRNA loading onto RISC involved in gene silencing by miRNA (GO:0035280),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,AGO3;AGO1
protein import into mitochondrial inner membrane (GO:0045039),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,TIMM29;TIMM10
positive regulation of protein deubiquitination (GO:1903003),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,VCP;SART3
regulation of histone H3-K9 acetylation (GO:2000615),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,ZNF451;PIH1D1
protein deglutamylation (GO:0035608),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,AGBL4;AGBL1
ion homeostasis (GO:0050801),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,SLC12A5;WNK4
purine nucleoside bisphosphate biosynthetic process (GO:0034033),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,PPCDC;COASY
response to peptide hormone (GO:0043434),5/40,0.04785273553053826,1,0,0,2.5,7.599067484612446,GHRHR;EIF2B2;CITED1;CYP11B2;GNAI1
regulation of calcium ion-dependent exocytosis (GO:0017158),6/53,0.04794761992015593,1,0,0,2.2641509433962264,6.87768931830856,RIMS4;SYT2;SYTL1;SYT13;CACNA1H;SYT7
regulation of cellular component organization (GO:0051128),12/140,0.04815770081203593,1,0,0,1.7142857142857142,5.199898662402965,RAB5B;CDK11A;ZMYM2;BBS10;NCLN;SNX17;FAM107A;BMP2K;ABL2;NOX5;INSM1;SGK1
regulation of mRNA processing (GO:0050684),4/28,0.04895013769244342,1,0,0,2.8571428571428568,8.619865991683946,RBM27;CDK11A;IWS1;JMJD6
regulation of receptor internalization (GO:0002090),4/28,0.04895013769244342,1,0,0,2.8571428571428568,8.619865991683946,ANGPT1;FLOT1;PCSK9;SCYL2
antigen processing and presentation of peptide antigen via MHC class I (GO:0002474),4/28,0.04895013769244342,1,0,0,2.8571428571428568,8.619865991683946,SEC24A;SAR1B;HFE;HLA-C
regulation of telomere maintenance via telomere lengthening (GO:1904356),3/17,0.05017800549335433,1,0,0,3.5294117647058822,10.56062995015536,TNKS2;SLX1A;SMG6
negative regulation of telomere maintenance (GO:0032205),3/17,0.05017800549335433,1,0,0,3.5294117647058822,10.56062995015536,TNKS2;SLX1A;SMG6
cardiac atrium morphogenesis (GO:0003209),3/17,0.05017800549335433,1,0,0,3.5294117647058822,10.56062995015536,PROX1;ISL1;MYH6
epithelial cell differentiation (GO:0030855),9/96,0.05070537903135276,1,0,0,1.875,5.590731147599537,DAB2;CITED1;TST;DHRS9;PIH1D1;RARA;EDF1;PROX1;PCK2
cellular response to nutrient levels (GO:0031669),6/54,0.05175964311269336,1,0,0,2.222222222222222,6.580321164119916,PLEKHF1;EHMT2;PCSK9;INHBB;FADS1;FOXO1
C-terminal protein amino acid modification (GO:0018410),8/82,0.05220786888704381,1,0,0,1.951219512195122,5.7610186351061445,AGBL4;PSCA;VNN2;AGBL1;XPNPEP2;FOLR2;PRSS21;ATG4D
positive regulation of receptor-mediated endocytosis (GO:0048260),5/41,0.05234904272896249,1,0,0,2.4390243902439024,7.194686897103624,DAB2;ANGPT1;HFE;PCSK9;SCYL2
COPII-coated vesicle budding (GO:0090114),7/68,0.05279047635145934,1,0,0,2.0588235294117645,6.0558739225566685,GRIA1;TRAPPC6A;SEC24A;SAR1B;PDCD6;RAB1B;PPP6R3
cellular response to nitric oxide (GO:0071732),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,MTR;FOXO1
"regulation of synaptic transmission, dopaminergic (GO:0032225)",2/8,0.05721089072209802,1,0,0,5,14.305055007400815,FLOT1;DRD3
response to epinephrine (GO:0071871),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,SLC9A1;SNCA
"peptidyl-arginine methylation, to asymmetrical-dimethyl arginine (GO:0019919)",2/8,0.05721089072209802,1,0,0,5,14.305055007400815,PRMT7;PRMT3
regulation of histone H4 acetylation (GO:0090239),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,PIH1D1;IWS1
organophosphate catabolic process (GO:0046434),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,LIPG;ENPP2
cellular response to reactive nitrogen species (GO:1902170),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,MTR;FOXO1
arachidonic acid secretion (GO:0050482),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,DRD3;DRD4
bundle of His cell to Purkinje myocyte communication (GO:0086069),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,CTNNA3;DSC2
negative regulation of voltage-gated potassium channel activity (GO:1903817),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,KCNE3;KCNRG
peptidyl-lysine hydroxylation (GO:0017185),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,P3H4;JMJD6
protein localization to microtubule cytoskeleton (GO:0072698),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,KIF20B;FAM83D
negative regulation of hippo signaling (GO:0035331),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,DLG5;MARK3
cellular response to epinephrine stimulus (GO:0071872),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,SLC9A1;SNCA
arachidonate transport (GO:1903963),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,DRD3;DRD4
exocrine system development (GO:0035272),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,IGSF3;PTF1A
establishment of protein localization to chromatin (GO:0071169),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,NIPBL;PIH1D1
short-chain fatty acid catabolic process (GO:0019626),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,ACADS;PCK2
acid secretion (GO:0046717),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,SLC51A;DRD3
peptidyl-lysine acetylation (GO:0018394),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,CREBBP;BLOC1S1
aldehyde biosynthetic process (GO:0046184),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,CYP11B2;CACNA1H
response to ammonium ion (GO:0060359),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,DRD3;DRD4
pantothenate metabolic process (GO:0015939),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,SLC5A6;VNN2
negative regulation of microtubule depolymerization (GO:0007026),3/18,0.058047017485584544,1,0,0,3.333333333333333,9.488339835095955,STMN2;FGF13;CLASP2
DNA methylation (GO:0006306),3/18,0.058047017485584544,1,0,0,3.333333333333333,9.488339835095955,DNMT1;EHMT2;GATAD2A
cellular defense response (GO:0006968),6/56,0.059923284693461636,1,0,0,2.142857142857143,6.031478835629902,CX3CR1;CLEC5A;TCIRG1;LBP;KIR2DL4;KLRG1
organonitrogen compound catabolic process (GO:1901565),6/56,0.059923284693461636,1,0,0,2.142857142857143,6.031478835629902,SGPL1;TST;CPQ;ENPP2;GGACT;CYP3A5
negative regulation of secretion by cell (GO:1903531),4/30,0.06063113352204076,1,0,0,2.6666666666666665,7.474524702251736,PNKD;DRD3;DRD4;SNCA
regulation of sodium ion transmembrane transport (GO:1902305),4/30,0.06063113352204076,1,0,0,2.6666666666666665,7.474524702251736,FXYD6-FXYD2;BPIFA1;SLMAP;SCN1B
regulation of type I interferon production (GO:0032479),8/85,0.0620374999040044,1,0,0,1.8823529411764706,5.232971745159451,CREBBP;TBK1;RNF216;PRKDC;POLR2E;POLR3F;POLR3K;POLR2K
histone methylation (GO:0016571),3/19,0.06645795649124922,1,0,0,3.157894736842105,8.561639256247336,PRMT7;EHMT2;PRMT3
production of small RNA involved in gene silencing by RNA (GO:0070918),3/19,0.06645795649124922,1,0,0,3.157894736842105,8.561639256247336,AGO3;AGO1;DROSHA
regulation of heterotypic cell-cell adhesion (GO:0034114),3/19,0.06645795649124922,1,0,0,3.157894736842105,8.561639256247336,FGG;FLOT1;BMP7
positive regulation of toll-like receptor signaling pathway (GO:0034123),3/19,0.06645795649124922,1,0,0,3.157894736842105,8.561639256247336,FLOT1;LBP;TLR5
regulation of neuron migration (GO:2001222),3/19,0.06645795649124922,1,0,0,3.157894736842105,8.561639256247336,NIPBL;ULK4;KIF20B
negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556),4/31,0.06697579978121662,1,0,0,2.5806451612903225,6.976577863571356,RARA;NLRC3;LBP;SLAMF1
renal water homeostasis (GO:0003091),4/31,0.06697579978121662,1,0,0,2.5806451612903225,6.976577863571356,CYP11B2;PRKAR2A;CYP4A11;AQP4
positive regulation of interleukin-1 beta production (GO:0032731),4/31,0.06697579978121662,1,0,0,2.5806451612903225,6.976577863571356,GSDMD;NLRP7;NLRP3;ISL1
inorganic anion transport (GO:0015698),5/44,0.06726261217595207,1,0,0,2.2727272727272725,6.134433491895637,CLIC5;SLC26A8;ANO9;SLC26A7;SLC17A3
positive regulation of cellular component biogenesis (GO:0044089),8/87,0.0691914842374525,1,0,0,1.839080459770115,4.911958591417849,VCP;TAL1;PIH1D1;DLG5;TPR;FLOT1;SLX1A;BMP7
small RNA loading onto RISC (GO:0070922),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,AGO3;AGO1
negative regulation of cytokine production involved in inflammatory response (GO:1900016),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,NLRP7;NLRC3
megakaryocyte differentiation (GO:0030219),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,TAL1;ZNF385A
actin crosslink formation (GO:0051764),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,BAIAP2L2;PLS1
sterol catabolic process (GO:0016127),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,SNX17;CYP46A1
regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001267),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,PIH1D1;HTRA2
peptidyl-arginine omega-N-methylation (GO:0035247),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,PRMT7;PRMT3
L-ascorbic acid metabolic process (GO:0019852),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,GSTO2;GSTO1
negative regulation of phosphatidylinositol 3-kinase signaling (GO:0014067),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,NLRC3;STAMBP
sympathetic ganglion development (GO:0061549),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,INSM1;SEMA3F
peptidyl-arginine methylation (GO:0018216),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,PRMT7;PRMT3
cholesterol catabolic process (GO:0006707),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,SNX17;CYP46A1
negative regulation of microtubule polymerization (GO:0031115),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,STMN2;SNCA
"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)",2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,HFE;HLA-C
brain development (GO:0007420),10/119,0.07467856020884321,1,0,0,1.680672268907563,4.360608806670558,EGR2;NIPBL;CENPF;ZIC1;SHROOM2;RARA;VCX;PROX1;EML1;CDK5RAP2
vacuolar acidification (GO:0007035),3/20,0.07538936106098607,1,0,0,2.9999999999999996,7.755267341732064,DMXL1;ATP6V0A2;TCIRG1
dopamine metabolic process (GO:0042417),3/20,0.07538936106098607,1,0,0,2.9999999999999996,7.755267341732064,DRD3;DRD4;SNCA
negative regulation of protein depolymerization (GO:1901880),3/20,0.07538936106098607,1,0,0,2.9999999999999996,7.755267341732064,STMN2;FGF13;CLASP2
eye morphogenesis (GO:0048592),3/20,0.07538936106098607,1,0,0,2.9999999999999996,7.755267341732064,NIPBL;MFAP2;SHROOM2
RNA secondary structure unwinding (GO:0010501),5/46,0.07838227433911542,1,0,0,2.1739130434782608,5.535124934351927,DDX3Y;DDX18;AGO3;AGO1;DDX21
positive regulation of cell-cell adhesion (GO:0022409),4/33,0.08064706826013496,1,0,0,2.4242424242424243,6.103449276278521,CCL5;FGG;FLOT1;BMP7
protein acetylation (GO:0006473),4/33,0.08064706826013496,1,0,0,2.4242424242424243,6.103449276278521,CREBBP;BLOC1S1;NAA35;FOXO1
positive regulation of cellular component organization (GO:0051130),9/106,0.08354955967552062,1,0,0,1.6981132075471697,4.215252386285451,VCP;DAB2;TMED9;TAL1;PIH1D1;DLG5;FLOT1;BMP7;SNCA
"positive regulation of gene expression, epigenetic (GO:0045815)",5/47,0.08428928588938157,1,0,0,2.127659574468085,5.26276705761003,WBP2;POLR2E;DDX21;ARID1A;POLR2K
ventricular cardiac muscle tissue development (GO:0003229),3/21,0.08481794993785322,1,0,0,2.8571428571428568,7.049280242253078,PROX1;ISL1;MYH6
positive regulation of receptor internalization (GO:0002092),3/21,0.08481794993785322,1,0,0,2.8571428571428568,7.049280242253078,ANGPT1;PCSK9;SCYL2
adrenal gland development (GO:0030325),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,INSM1;DKK3
ganglion development (GO:0061548),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,INSM1;SEMA3F
adenylate cyclase-inhibiting dopamine receptor signaling pathway (GO:0007195),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,DRD3;DRD4
neuron projection regeneration (GO:0031102),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,DHFR;MTR
oxalate transport (GO:0019532),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,SLC26A8;SLC26A7
glycine metabolic process (GO:0006544),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,GLYAT;GCAT
negative regulation of gene silencing by miRNA (GO:0060965),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,NCOR2;DND1
negative regulation of interleukin-1 beta secretion (GO:0050713),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,NLRP7;NLRP3
coenzyme A metabolic process (GO:0015936),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,PPCDC;COASY
glucocorticoid metabolic process (GO:0008211),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,HSD11B1;CYP11B2
response to histamine (GO:0034776),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,DRD3;DRD4
