Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
pulmonary valve morphogenesis (GO:0003184),3/12,0.01953037772410442,1,0,0,5,19.678920967843133,HEYL;TBX20;STRA6
signal transduction involved in G2 DNA damage checkpoint (GO:0072425),3/12,0.01953037772410442,1,0,0,5,19.678920967843133,BABAM1;BRCA1;DTL
positive regulation of DNA-dependent DNA replication (GO:2000105),3/12,0.01953037772410442,1,0,0,5,19.678920967843133,INO80;E2F7;E2F8
negative regulation of fatty acid metabolic process (GO:0045922),3/12,0.01953037772410442,1,0,0,5,19.678920967843133,ERLIN2;BRCA1;INS
cyclic-nucleotide-mediated signaling (GO:0019935),5/32,0.020257193169988103,1,0,0,3.125,12.185141656980141,GUCY1B2;KSR1;RAPGEF2;AHR;RAPGEF3
regulation of potassium ion transmembrane transport (GO:1901379),5/32,0.020257193169988103,1,0,0,3.125,12.185141656980141,KCNE1;CAB39;KCNIP2;NEDD4;KCNIP4
positive regulation of actin filament bundle assembly (GO:0032233),6/44,0.021431508882189775,1,0,0,2.727272727272727,10.480617442273918,TGFB3;FHOD1;LPAR1;RAC1;TGFBR1;RAPGEF3
negative regulation of sequence-specific DNA binding transcription factor activity (GO:0043433),13/140,0.023287956211958078,1,0,0,1.8571428571428572,6.982520912387565,PRNP;KDM1A;SETD6;IRAK3;COMMD7;PARP10;CYLD;HEYL;NLRP9;IRAK2;GAS6;TNFRSF4;TAF1
regulation of cAMP-dependent protein kinase activity (GO:2000479),3/13,0.02446267254220388,1,0,0,4.615384615384615,17.125877967461363,PRKAR1B;ATP2B4;RAPGEF2
cellular response to catecholamine stimulus (GO:0071870),4/23,0.025734894590821872,1,0,0,3.4782608695652173,12.730112841155169,GNB1;ATP2B4;MAPK1;DRD1
negative regulation of T cell proliferation (GO:0042130),4/24,0.02969412469495944,1,0,0,3.333333333333333,11.722686914871057,SPN;PRNP;GPNMB;LILRB2
oligosaccharide-lipid intermediate biosynthetic process (GO:0006490),3/14,0.030000982735417972,1,0,0,4.285714285714286,15.027964885753896,ALG8;ALG12;ALG11
negative regulation of T cell receptor signaling pathway (GO:0050860),3/14,0.030000982735417972,1,0,0,4.285714285714286,15.027964885753896,PRNP;PTPRJ;PTPN2
protein phosphorylation (GO:0006468),33/470,0.031590578954330976,1,0,0,1.4042553191489362,4.851556558616737,PRKAA1;CCNT1;CAB39;NLK;PRKCZ;EGFR;AURKB;RPS6KA4;NUAK2;IRAK2;RPS6KA2;TLK1;MAPK1;MAP3K8;CAMK2G;MARK1;SRPK2;SMAD2;KSR1;NEK6;DCLK3;GTF2H1;IRAK3;TNNI3K;KSR2;MERTK;TGFBR1;SBK1;PRKAR1B;FAM20C;TOP1;GAS6;TAF1
glycosaminoglycan metabolic process (GO:0030203),7/61,0.03192067196399525,1,0,0,2.2950819672131146,7.905413175681799,EXT1;EXT2;FUCA1;HPSE;HSPG2;DCN;HS3ST2
negative regulation of MAP kinase activity (GO:0043407),7/61,0.03192067196399525,1,0,0,2.2950819672131146,7.905413175681799,RGS4;UCHL1;RGS3;CD300A;DUSP1;PTPRJ;IRAK3
regulation of DNA replication (GO:0006275),7/61,0.03192067196399525,1,0,0,2.2950819672131146,7.905413175681799,CCDC88A;KITLG;TGFB3;ZBTB38;TERF1;EGFR;INS
endoderm formation (GO:0001706),5/36,0.032227243715029656,1,0,0,2.7777777777777777,9.541508627909957,DUSP1;LAMA3;TBX20;SOX7;MIXL1
regulation of glomerular filtration (GO:0003093),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,F2RL1;GAS6
neuron projection maintenance (GO:1990535),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,PRNP;INS
histone-serine phosphorylation (GO:0035404),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,RPS6KA4;AURKB
prepulse inhibition (GO:0060134),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,GRID2;DRD1
"regulation of phagocytosis, engulfment (GO:0060099)",2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,CD300A;F2RL1
"heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process (GO:0015014)",2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,EXT1;EXT2
cellular response to monoamine stimulus (GO:0071868),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,GNB1;DRD1
negative regulation of meiotic cell cycle (GO:0051447),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,DUSP1;FBXO43
ceramide transport (GO:0035627),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,PSAP;PLEKHA8
immune response-inhibiting cell surface receptor signaling pathway (GO:0002767),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,CLEC12B;LILRB2
intermediate filament bundle assembly (GO:0045110),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,PKP2;NEFM
release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0014808),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,RYR1;CCL3
negative regulation of meiotic nuclear division (GO:0045835),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,ERCC4;FBXO43
response to catecholamine (GO:0071869),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,GNB1;DRD1
heterotypic cell-cell adhesion (GO:0034113),4/25,0.03399335307152362,1,0,0,3.1999999999999997,10.821088868398542,ITGB3;ITGAX;PKP2;LILRB2
in utero embryonic development (GO:0001701),4/25,0.03399335307152362,1,0,0,3.1999999999999997,10.821088868398542,FUT8;TGFB3;TGFBR1;MYH6
peptidyl-tyrosine dephosphorylation (GO:0035335),4/25,0.03399335307152362,1,0,0,3.1999999999999997,10.821088868398542,DUSP1;PTPRJ;DUSP28;PTPN2
peptide metabolic process (GO:0006518),10/104,0.0352278515074907,1,0,0,1.9230769230769231,6.434458217753877,BACE1;GSTZ1;IMMP1L;SPCS3;SPCS2;GSTO2;PROS1;FURIN;F2;GAS6
transforming growth factor beta receptor signaling pathway (GO:0007179),8/76,0.03570450311581481,1,0,0,2.1052631578947367,7.01574412727019,SMAD2;COL1A2;UBB;TGFB3;FURIN;NLK;PRKCZ;TGFBR1
regulation of mRNA metabolic process (GO:1903311),3/15,0.03614002285058795,1,0,0,4,13.281417446154263,SRPK2;PTCD2;SAFB2
"phototransduction, visible light (GO:0007603)",3/15,0.03614002285058795,1,0,0,4,13.281417446154263,PDE6G;GNB1;CNGA1
mesenchyme morphogenesis (GO:0072132),3/15,0.03614002285058795,1,0,0,4,13.281417446154263,SMAD2;HEYL;TBX20
response to cholesterol (GO:0070723),3/15,0.03614002285058795,1,0,0,4,13.281417446154263,SMAD2;CCL3;TGFBR1
positive regulation of cellular response to insulin stimulus (GO:1900078),3/15,0.03614002285058795,1,0,0,4,13.281417446154263,IRS1;PRKCZ;INS
negative regulation of protein processing (GO:0010955),3/15,0.03614002285058795,1,0,0,4,13.281417446154263,PRNP;SERPINE2;GAS1
embryonic cranial skeleton morphogenesis (GO:0048701),3/15,0.03614002285058795,1,0,0,4,13.281417446154263,EIF4A3;HOXA1;TGFBR1
positive regulation of protein export from nucleus (GO:0046827),3/15,0.03614002285058795,1,0,0,4,13.281417446154263,TPR;GAS6;RAPGEF3
regulation of protein catabolic process (GO:0042176),9/91,0.03805819725018905,1,0,0,1.9780219780219779,6.465439353425976,BARD1;NEDD4;IRAK3;FURIN;FMN2;DTL;OAZ1;EGFR;INS
strand displacement (GO:0000732),4/26,0.038635239533284925,1,0,0,3.076923076923077,10.01104762372913,BARD1;RAD51B;KAT5;BRCA1
regulation of T cell receptor signaling pathway (GO:0050856),4/26,0.038635239533284925,1,0,0,3.076923076923077,10.01104762372913,PRNP;CD300A;PTPRJ;PTPN2
peptidyl-lysine methylation (GO:0018022),3/16,0.04287015534900723,1,0,0,3.75,11.81092265495912,SETD6;EEF2KMT;EEF1AKMT2
regulation of SMAD protein import into nucleus (GO:0060390),3/16,0.04287015534900723,1,0,0,3.75,11.81092265495912,TGFB3;TGFBR1;PBLD
negative regulation of peptide hormone secretion (GO:0090278),3/16,0.04287015534900723,1,0,0,3.75,11.81092265495912,IRS1;BMP8A;CRH
positive regulation of G2/M transition of mitotic cell cycle (GO:0010971),3/16,0.04287015534900723,1,0,0,3.75,11.81092265495912,RAD51B;DTL;RAB11A
regulation of signal transduction by p53 class mediator (GO:1901796),12/138,0.04396024596576249,1,0,0,1.7391304347826086,5.433860094338856,BARD1;PRKAA1;KAT5;UBB;SETD9;ERCC4;RPA3;BRCA1;NOP53;ZNF385A;AURKB;TAF1
phosphate ion transmembrane transport (GO:0035435),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,SLC20A1;XPR1
regulation of chromatin assembly or disassembly (GO:0001672),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,PARP10;TLK1
cellular response to interferon-alpha (GO:0035457),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,TPR;GAS6
regulation of dendritic spine maintenance (GO:1902950),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,PRNP;INS
regulation of DNA endoreduplication (GO:0032875),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,E2F7;E2F8
release of sequestered calcium ion into cytosol by endoplasmic reticulum (GO:1903514),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,RYR1;CCL3
nuclear body organization (GO:0030575),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,SRPK2;AFF2
strand invasion (GO:0042148),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,RAD51B;DMC1
formation of translation preinitiation complex (GO:0001731),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,EIF4H;DENR
regulation of histone H3-K9 acetylation (GO:2000615),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,ZNF451;BRCA1
regulation of dendritic cell differentiation (GO:2001198),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,HMGB1;LILRB2
adenylate cyclase-activating dopamine receptor signaling pathway (GO:0007191),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,GNB1;DRD1
forebrain neuron differentiation (GO:0021879),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,SALL1;RAPGEF2
spindle assembly (GO:0051225),8/80,0.046246853342135685,1,0,0,2,6.147523706367922,HAUS8;KIFC1;NEK6;HAUS4;HAUS3;HAUS6;INO80;RAB11A
negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059),5/40,0.04785273553053826,1,0,0,2.5,7.599067484612446,UBB;PTPRJ;VPS25;EGFR;PTPN2
response to cAMP (GO:0051591),5/40,0.04785273553053826,1,0,0,2.5,7.599067484612446,KCNE1;RAPGEF1;RAPGEF2;AHR;RAPGEF3
negative regulation of catabolic process (GO:0009895),5/40,0.04785273553053826,1,0,0,2.5,7.599067484612446,PRKAA1;IRAK3;FMN2;EGFR;INS
regulation of cholesterol biosynthetic process (GO:0045540),5/40,0.04785273553053826,1,0,0,2.5,7.599067484612446,PRKAA1;GPAM;NFYC;ERLIN2;ACACB
negative regulation of cellular response to transforming growth factor beta stimulus (GO:1903845),6/53,0.04794761992015593,1,0,0,2.2641509433962264,6.87768931830856,SMAD2;ZNF451;UBB;BAMBI;TGFBR1;PBLD
positive regulation of protein import into nucleus (GO:0042307),6/53,0.04794761992015593,1,0,0,2.2641509433962264,6.87768931830856,TGFB3;BAMBI;TPR;F2;TGFBR1;EGFR
regulation of mRNA processing (GO:0050684),4/28,0.04895013769244342,1,0,0,2.8571428571428568,8.619865991683946,SRPK2;CPSF4;PTCD2;SAFB2
negative regulation of protein serine/threonine kinase activity (GO:0071901),7/67,0.04938993805127162,1,0,0,2.08955223880597,6.285391018194011,UCHL1;MYOCD;PRKAR1B;CD300A;DUSP1;PTPRJ;IRAK3
cellular response to UV (GO:0034644),7/67,0.04938993805127162,1,0,0,2.08955223880597,6.285391018194011,YY1;KDM1A;ERCC4;NEDD4;INO80;AURKB;TAF1
phosphorylation (GO:0016310),27/386,0.049999502526916,1,0,0,1.398963730569948,4.190934716205156,PRKAA1;CCNT1;DGKA;NLK;PRKCZ;AURKB;RPS6KA4;NUAK2;IRAK2;RPS6KA2;TLK1;MAPK1;MAP3K8;MARK1;SRPK2;KSR1;NEK6;IRAK3;TNNI3K;KSR2;MERTK;TGFBR1;PRKAR1B;FAM20C;TOP1;GAS6;TAF1
positive regulation of cell cycle G2/M phase transition (GO:1902751),3/17,0.05017800549335433,1,0,0,3.5294117647058822,10.56062995015536,RAD51B;DTL;RAB11A
positive regulation of focal adhesion assembly (GO:0051894),3/17,0.05017800549335433,1,0,0,3.5294117647058822,10.56062995015536,COL16A1;PTPRJ;RAC1
pigment granule transport (GO:0051904),3/17,0.05017800549335433,1,0,0,3.5294117647058822,10.56062995015536,BBS2;MYO5A;RAB11A
negative regulation of tumor necrosis factor-mediated signaling pathway (GO:0010804),3/17,0.05017800549335433,1,0,0,3.5294117647058822,10.56062995015536,F2RL1;GAS6;PTPN2
positive regulation by host of viral transcription (GO:0043923),3/17,0.05017800549335433,1,0,0,3.5294117647058822,10.56062995015536,CCNT1;RRP1B;CHD1
synaptic vesicle transport (GO:0048489),3/17,0.05017800549335433,1,0,0,3.5294117647058822,10.56062995015536,SNAPIN;TMEM230;PLD2
melanosome transport (GO:0032402),3/17,0.05017800549335433,1,0,0,3.5294117647058822,10.56062995015536,BBS2;MYO5A;RAB11A
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",8/82,0.05220786888704381,1,0,0,1.951219512195122,5.7610186351061445,CNOT6L;KAT5;UBB;SFN;BRCA1;ZNF385A;E2F7;E2F8
positive regulation of DNA metabolic process (GO:0051054),8/82,0.05220786888704381,1,0,0,1.951219512195122,5.7610186351061445,BABAM1;KITLG;TGFB3;HMGB1;BRCA1;EGFR;GNL3;INS
negative regulation of proteolysis (GO:0045861),5/41,0.05234904272896249,1,0,0,2.4390243902439024,7.194686897103624,PRNP;SERPINE2;GAS1;F2;INS
peptidyl-threonine phosphorylation (GO:0018107),7/68,0.05279047635145934,1,0,0,2.0588235294117645,6.0558739225566685,SBK1;DCLK3;MAPK1;NLK;CAMK2G;TGFBR1;TAF1
protein alkylation (GO:0008213),4/29,0.05462119016329882,1,0,0,2.758620689655172,8.020229995291032,KIN;METTL21C;EEF2KMT;EEF1AKMT2
negative regulation of lymphocyte proliferation (GO:0050672),4/29,0.05462119016329882,1,0,0,2.758620689655172,8.020229995291032,SPN;GPNMB;CD300A;LILRB2
respiratory system development (GO:0060541),4/29,0.05462119016329882,1,0,0,2.758620689655172,8.020229995291032,SMCHD1;BASP1;STRA6;CCDC40
negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512),6/55,0.05575129370727072,1,0,0,2.1818181818181817,6.298591992871788,SMAD2;ZNF451;UBB;BAMBI;TGFBR1;PBLD
DNA recombination (GO:0006310),6/55,0.05575129370727072,1,0,0,2.1818181818181817,6.298591992871788,RAD51B;BARD1;KAT5;DMC1;HMGB1;BRCA1
response to UV (GO:0009411),9/98,0.056454519179306425,1,0,0,1.836734693877551,5.279363146414378,YY1;KDM1A;ERCC4;NEDD4;INO80;DTL;EGFR;AURKB;TAF1
late endosome to vacuole transport (GO:0045324),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,LEPROT;TMEM50B
DNA recombinase assembly (GO:0000730),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,RAD51B;DMC1
negative regulation of glial cell differentiation (GO:0045686),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,HES1;F2
regulation of amyloid precursor protein catabolic process (GO:1902991),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,PRNP;TMED10
positive regulation of behavior (GO:0048520),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,CRH;STRA6
DNA repair complex assembly (GO:0090735),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,RAD51B;DMC1
protein K6-linked ubiquitination (GO:0085020),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,BARD1;BRCA1
bundle of His cell to Purkinje myocyte communication (GO:0086069),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,PKP2;TNNI3K
T-helper cell lineage commitment (GO:0002295),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,SPN;SLAMF6
nodal signaling pathway (GO:0038092),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,SMAD2;TDGF1P3
positive regulation of catenin import into nucleus (GO:0035413),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,BAMBI;EGFR
double-strand break repair via synthesis-dependent strand annealing (GO:0045003),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,RAD51B;DMC1
regulation of long term synaptic depression (GO:1900452),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,GRID2;LILRB2
nose development (GO:0043584),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,SMCHD1;STRA6
establishment of melanosome localization (GO:0032401),3/18,0.058047017485584544,1,0,0,3.333333333333333,9.488339835095955,BBS2;MYO5A;RAB11A
homologous chromosome segregation (GO:0045143),3/18,0.058047017485584544,1,0,0,3.333333333333333,9.488339835095955,RNF212;TERB2;FMN2
response to nutrient levels (GO:0031667),3/18,0.058047017485584544,1,0,0,3.333333333333333,9.488339835095955,PRKAA1;UCN3;INS
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162),3/18,0.058047017485584544,1,0,0,3.333333333333333,9.488339835095955,NEDD4;UBAP1;VPS25
peptidyl-serine phosphorylation (GO:0018105),12/145,0.05982997262042847,1,0,0,1.6551724137931034,4.661376875922358,SBK1;CAB39;NEK6;DCLK3;MAPK1;TOP1;NLK;GAS6;PRKCZ;CAMK2G;TGFBR1;TAF1
chordate embryonic development (GO:0043009),6/56,0.059923284693461636,1,0,0,2.142857142857143,6.031478835629902,KIAA1217;FUT8;TGFB3;BRCA1;TGFBR1;MYH6
regulation of cation transmembrane transport (GO:1904062),4/30,0.06063113352204076,1,0,0,2.6666666666666665,7.474524702251736,KCNE1;KCNIP2;KCNIP4;ATP2B4
regulation of intracellular estrogen receptor signaling pathway (GO:0033146),4/30,0.06063113352204076,1,0,0,2.6666666666666665,7.474524702251736,KMT2D;GPAM;BRCA1;KCTD6
artery morphogenesis (GO:0048844),4/30,0.06063113352204076,1,0,0,2.6666666666666665,7.474524702251736,HOXA1;HES1;TGFBR1;STRA6
regulation of blood coagulation (GO:0030193),4/30,0.06063113352204076,1,0,0,2.6666666666666665,7.474524702251736,SERPINE2;F2RL1;HPSE;F2
substantia nigra development (GO:0021762),5/43,0.06205452849740553,1,0,0,2.325581395348837,6.4645157873716,BASP1;ERCC4;NDUFS3;PLP1;CKB
positive regulation of protein phosphorylation (GO:0001934),28/412,0.062341467415660476,1,0,0,1.3592233009708736,3.7720192741880827,CCNT1;CAB39;ITGB3;LPAR1;HMGB1;LRP8;EGFR;INS;RPS6KA4;GPNMB;THPO;MAPK1;RAC1;TNFRSF4;PRNP;KSR1;TGFB3;BMP8A;OSM;ATP2B4;KSR2;F2;MERTK;TGFBR1;RAPGEF2;ROR2;GAS6;RAPGEF3
recombinational repair (GO:0000725),7/71,0.06385495665821075,1,0,0,1.9718309859154928,5.424785208031492,YY1;RAD51B;MORF4L1;ERCC4;RPA3;BRCA1;INO80
regulation of mitochondrial fission (GO:0090140),3/19,0.06645795649124922,1,0,0,3.157894736842105,8.561639256247336,BNIP3;MYO19;DCN
DNA double-strand break processing (GO:0000729),3/19,0.06645795649124922,1,0,0,3.157894736842105,8.561639256247336,BARD1;KAT5;BRCA1
positive regulation of adherens junction organization (GO:1903393),3/19,0.06645795649124922,1,0,0,3.157894736842105,8.561639256247336,COL16A1;PTPRJ;RAC1
activin receptor signaling pathway (GO:0032924),3/19,0.06645795649124922,1,0,0,3.157894736842105,8.561639256247336,SMAD2;TDGF1P3;TGFBR1
positive regulation of neuron apoptotic process (GO:0043525),3/19,0.06645795649124922,1,0,0,3.157894736842105,8.561639256247336,SRPK2;PRNP;CCL3
regulation of protein export from nucleus (GO:0046825),4/31,0.06697579978121662,1,0,0,2.5806451612903225,6.976577863571356,BARD1;TPR;GAS6;RAPGEF3
extracellular matrix organization (GO:0030198),17/229,0.06786867440369677,1,0,0,1.4847161572052403,3.9941547508837534,COL16A1;ITGB3;LAMA3;HTRA1;ICAM4;NDNF;FURIN;HSPG2;TGFBR1;DCN;ADAMTS5;COL1A2;COL4A4;ADAM12;ITGAX;PECAM1;GAS6
protein localization to cell periphery (GO:1990778),10/117,0.068277612477489,1,0,0,1.7094017094017093,4.58833050993522,BBS2;TMEM88;KCNIP4;PKP2;MAP7;MYO5A;RAPGEF2;PIGW;GAS6;RAB11A
negative regulation of phagocytosis (GO:0050765),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,CD300A;HMGB1
regulation of macrophage cytokine production (GO:0010935),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,TGFB3;IRAK3
sarcoplasmic reticulum calcium ion transport (GO:0070296),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,RYR1;CCL3
regulation of interleukin-1 secretion (GO:0050704),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,HMGB1;GAS6
