Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Neurotrophin signaling pathway,8/119,0.24495576693425716,1,0,0,1.3445378151260503,1.8913312643532947,IRS1;IRAK2;RPS6KA2;RAPGEF1;MAPK1;IRAK3;RAC1;CAMK2G
Insulin signaling pathway,9/137,0.2472046870434335,1,0,0,1.313868613138686,1.8361820930540071,PRKAA1;PRKAR1B;IRS1;EIF4E1B;RAPGEF1;MAPK1;PRKCZ;ACACB;INS
Tyrosine metabolism,3/36,0.2678594070249647,1,0,0,1.6666666666666665,2.1954883946257717,GSTZ1;IL4I1;ADH5
Glycosaminoglycan biosynthesis,4/53,0.272750159994601,1,0,0,1.5094339622641508,1.9610551964847422,EXT1;EXT2;FUT8;HS3ST2
B cell receptor signaling pathway,5/71,0.2815854896327663,1,0,0,1.408450704225352,1.7849565976318464,CD72;RAC3;MAPK1;RAC1;CARD11
mRNA surveillance pathway,6/91,0.303383440861158,1,0,0,1.3186813186813187,1.5728674181927342,CPSF4;PABPC4;EIF4A3;CPSF2;MSI2;BCL2L2-PABPN1
Serotonergic synapse,7/113,0.3360072922265982,1,0,0,1.238938053097345,1.3512136129900216,DUSP1;GNB1;CACNA1B;GNAI3;MAPK1;HTR4;RAPGEF3
Sulfur relay system,1/8,0.33662794865636386,1,0,0,2.5,2.721942421048515,TST
Amoebiasis,6/96,0.3479363200566363,1,0,0,1.25,1.3196697553688395,SERPINB1;C8G;COL1A2;TGFB3;COL4A4;LAMA3
Porphyrin and chlorophyll metabolism,3/42,0.3510272087326468,1,0,0,1.4285714285714284,1.4955593439482697,ALAS2;CPOX;UGT2A3
Complement and coagulation cascades,5/79,0.36105764852361333,1,0,0,1.2658227848101267,1.2895160027815111,C8G;C7;PROS1;ITGAX;F2
Glycerolipid metabolism,4/61,0.36421006738242967,1,0,0,1.3114754098360655,1.3246222552325246,GPAM;MOGAT2;DGKA;PNLIP
Type I diabetes mellitus,3/43,0.36487351009848823,1,0,0,1.3953488372093021,1.4067970229812217,GAD2;HLA-F;INS
Sulfur metabolism,1/9,0.3698097706633484,1,0,0,2.222222222222222,2.2105923086622967,TST
Cushing syndrome,9/155,0.37149900230097443,1,0,0,1.1612903225806452,1.1499202456539444,KMT2D;FH;FZD4;CRH;GNAI3;MAPK1;AHR;CAMK2G;EGFR
cAMP signaling pathway,12/212,0.3715469955016443,1,0,0,1.1320754716981132,1.120845193360484,EDN3;GNAI3;CNGA1;ATP2B4;RAC3;MAPK1;RAC1;DRD1;HTR4;CAMK2G;RAPGEF3;PLD2
Choline metabolism in cancer,6/99,0.37495373657039877,1,0,0,1.2121212121212122,1.1890334906277922,DGKA;RAC3;MAPK1;RAC1;EGFR;PLD2
Apelin signaling pathway,8/137,0.3782278714972952,1,0,0,1.167883211678832,1.1354842982136466,SMAD2;RYR1;PRKAA1;GNB1;GNAI3;MAPK1;TGFBR1;APLN
Sphingolipid signaling pathway,7/119,0.3853715393039042,1,0,0,1.176470588235294,1.1218204386945247,GNAI3;S1PR1;RAC3;MAPK1;RAC1;PRKCZ;PLD2
ECM-receptor interaction,5/82,0.39117601725719064,1,0,0,1.2195121951219512,1.1446312783908745,COL1A2;ITGB3;COL4A4;LAMA3;HSPG2
Wnt signaling pathway,9/158,0.3930161491766438,1,0,0,1.1392405063291138,1.0639419219166353,DKK4;FZD4;BAMBI;RAC3;ROR2;RAC1;NLK;CAMK2G;CER1
Fluid shear stress and atherosclerosis,8/139,0.39355473032009886,1,0,0,1.1510791366906474,1.0734217379560849,PRKAA1;GSTO2;DUSP1;ITGB3;PECAM1;RAC3;RAC1;PRKCZ
MAPK signaling pathway,16/295,0.40539466480088415,1,0,0,1.0847457627118644,0.979410663467526,DUSP1;TGFB3;CACNA1B;NLK;EGFR;TGFBR1;INS;ELK4;RPS6KA4;KITLG;RPS6KA2;RAC3;RAPGEF2;MAPK1;MAP3K8;RAC1
Hippo signaling pathway,9/160,0.4073910770526227,1,0,0,1.125,1.0102293873083648,SMAD2;MOB1B;TGFB3;FZD4;BMP8A;FAT4;PRKCZ;LLGL1;TGFBR1
PI3K-Akt signaling pathway,19/354,0.4086462551538806,1,0,0,1.0734463276836157,0.9606329141882789,IFNA7;PRKAA1;IRS1;ITGB3;LAMA3;LPAR1;OSM;BRCA1;EGFR;EPOR;INS;KITLG;COL1A2;COL4A4;EIF4E1B;GNB1;IL2RB;MAPK1;RAC1
Chagas disease (American trypanosomiasis),6/103,0.41102972546232486,1,0,0,1.1650485436893203,1.035832709563524,SMAD2;TGFB3;GNAI3;CCL3;MAPK1;TGFBR1
Axon guidance,10/181,0.41931924164335166,1,0,0,1.1049723756906076,0.9603566142967724,RGS3;DPYSL5;GNAI3;RAC3;MAPK1;SRGAP3;RAC1;PRKCZ;CAMK2G;PDK1
Cysteine and methionine metabolism,3/47,0.4196120451603213,1,0,0,1.276595744680851,1.1086272722292005,IL4I1;LDHB;TST
Nucleotide excision repair,3/47,0.4196120451603213,1,0,0,1.276595744680851,1.1086272722292005,ERCC4;RPA3;GTF2H1
Hypertrophic cardiomyopathy (HCM),5/85,0.42118396120911705,1,0,0,1.176470588235294,1.0172771508801166,PRKAA1;SGCB;TGFB3;ITGB3;MYH6
Proteoglycans in cancer,11/201,0.42334810143404067,1,0,0,1.0945273631840795,0.940812491424585,SMAD2;FZD4;ITGB3;COL21A1;MAPK1;RAC1;HPSE;HSPG2;CAMK2G;EGFR;DCN
Neuroactive ligand-receptor interaction,18/338,0.4259474701223244,1,0,0,1.0650887573964496,0.908988550176595,GRID2;EDN3;PTGER1;PMCH;MLNR;LPAR1;FPR3;HTR4;F2;APLN;UCN3;GRM7;GALR2;NPBWR1;CRH;S1PR1;F2RL1;DRD1
Taurine and hypotaurine metabolism,1/11,0.43128166280518815,1,0,0,1.8181818181818181,1.529079804244035,GAD2
Ubiquinone and other terpenoid-quinone biosynthesis,1/11,0.43128166280518815,1,0,0,1.8181818181818181,1.529079804244035,COQ2
Long-term potentiation,4/67,0.4327475179328833,1,0,0,1.1940298507462686,1.0001203826990046,RPS6KA2;MAPK1;CAMK2G;RAPGEF3
Arginine and proline metabolism,3/49,0.44640402063272916,1,0,0,1.2244897959183672,0.987588809585937,PYCR1;LAP3;CKB
Cocaine addiction,3/49,0.44640402063272916,1,0,0,1.2244897959183672,0.987588809585937,GNAI3;DRD1;SLC6A3
Citrate cycle (TCA cycle),2/30,0.44657352514826887,1,0,0,1.3333333333333333,1.0748682963163632,FH;SDHA
Pentose phosphate pathway,2/30,0.44657352514826887,1,0,0,1.3333333333333333,1.0748682963163632,PRPS2;PGM2
Gap junction,5/88,0.4509193850280069,1,0,0,1.1363636363636362,0.9050757984351353,GNAI3;LPAR1;MAPK1;DRD1;EGFR
Insulin resistance,6/108,0.45579415117862115,1,0,0,1.111111111111111,0.8730155491595808,PRKAA1;IRS1;RPS6KA2;PRKCZ;ACACB;INS
Retrograde endocannabinoid signaling,8/148,0.46236222561490486,1,0,0,1.0810810810810811,0.8339531426705211,NDUFB11;GNB1;CACNA1B;NAPEPLD;NDUFS3;GNAI3;MAPK1;NDUFV3
RIG-I-like receptor signaling pathway,4/70,0.4662992293725246,1,0,0,1.1428571428571428,0.8719174032140833,CYLD;IFNA7;DDX3X;ATG12
Non-alcoholic fatty liver disease (NAFLD),8/149,0.46993598574671025,1,0,0,1.0738255033557047,0.8109087721804916,PRKAA1;IRS1;NDUFB11;NDUFS3;NDUFV3;RAC1;SDHA;INS
Protein digestion and absorption,5/90,0.4705185605943169,1,0,0,1.111111111111111,0.8376887467502594,SLC15A1;COL1A2;COL4A4;SLC1A1;COL21A1
Propanoate metabolism,2/32,0.4801831856912929,1,0,0,1.25,0.9169845137852034,LDHB;ACACB
Fatty acid biosynthesis,1/13,0.48676267554205266,1,0,0,1.5384615384615385,1.107659375220991,ACACB
Cholinergic synapse,6/112,0.49101551898111034,1,0,0,1.0714285714285714,0.7620852265724269,GNB1;CACNA1B;GNAI3;MAPK1;KCNQ5;CAMK2G
mTOR signaling pathway,8/152,0.49250496644326186,1,0,0,1.0526315789473684,0.7455270887074559,PRKAA1;CAB39;IRS1;FZD4;RPS6KA2;EIF4E1B;MAPK1;INS
Herpes simplex virus 1 infection,25/492,0.49637138340266174,1,0,0,1.0162601626016259,0.711819995503632,ZNF891;IFNA7;ITGB3;ZNF43;ZNF708;ZFP57;ZNF83;ZNF528;ZNF208;ZNF823;ZNF623;ZNF468;ZNF764;TAP2;ZNF705A;TAP1;ZNF12;HLA-F;POU2F3;ZFP69;ZNF716;ZNF658;ZNF554;ZNF432;ZNF596
Cytokine-cytokine receptor interaction,15/294,0.5057205436751088,1,0,0,1.0204081632653061,0.6956847423340725,IFNA7;IL31;TNFRSF12A;TGFB3;BMP8A;OSM;IL36G;TGFBR1;EPOR;THPO;IL2RB;CCL3;CCL1;TNFRSF4;CCR3
Glutamatergic synapse,6/114,0.5083474584006553,1,0,0,1.0526315789473684,0.7122000968180043,GRM7;SLC1A1;GNB1;GNAI3;MAPK1;PLD2
Bacterial invasion of epithelial cells,4/74,0.5098528753630284,1,0,0,1.0810810810810811,0.7282519724998587,DNM3;ARHGAP10;RHOG;RAC1
Regulation of lipolysis in adipocytes,3/55,0.5234350892650081,1,0,0,1.0909090909090908,0.706191545588209,IRS1;GNAI3;INS
"Alanine, aspartate and glutamate metabolism",2/35,0.5281643594916885,1,0,0,1.1428571428571428,0.7295402934851642,IL4I1;GAD2
Circadian entrainment,5/97,0.5371052771771576,1,0,0,1.0309278350515463,0.6407846977351693,RYR1;GNB1;GNAI3;MAPK1;CAMK2G
Tuberculosis,9/179,0.5415277319341373,1,0,0,1.005586592178771,0.6167875984468218,IFNA7;KSR1;IRAK2;TGFB3;NFYC;ITGAX;MAPK1;CLEC4E;CAMK2G
Olfactory transduction,22/444,0.5489292037258071,1,0,0,0.990990990990991,0.594382325067679,OR8H2;OR2T27;OR6F1;OR1D2;OR5H1;OR4K17;OR1L1;OR2T12;OR10AD1;OR2L13;GNB1;OR4C45;OR4A47;OR51B5;OR10A2;OR2B6;OR2A5;OR4C15;OR7C1;CAMK2G;OR4C3;OR4A16
Synaptic vesicle cycle,4/78,0.5517212852986342,1,0,0,1.0256410256410255,0.6099613109295229,DNM3;SLC1A1;CACNA1B;SLC6A3
Progesterone-mediated oocyte maturation,5/99,0.5554224977737025,1,0,0,1.01010101010101,0.5939658561566864,RPS6KA2;CDC16;GNAI3;MAPK1;INS
Primary immunodeficiency,2/37,0.5584386214472209,1,0,0,1.0810810810810811,0.62984925993825025,TAP2;TAP1
Thyroid cancer,2/37,0.5584386214472209,1,0,0,1.0810810810810811,0.62984925993825025,TPR;MAPK1
RNA degradation,4/79,0.561890006637219,1,0,0,1.0126582278481011,0.5837459908567373,PAN2;CNOT6L;PABPC4;EDC3
Pathways in cancer,26/530,0.5691186498287897,1,0,0,0.9811320754716981,0.5530311291468017,FH;IFNA7;PTGER1;LAMA3;LPAR1;GNAI3;EGFR;TPR;RAC3;MAPK1;ELOB;HES1;RAC1;CAMK2G;SMAD2;GSTO2;FZD4;TGFB3;F2;TGFBR1;EPOR;HEYL;KITLG;COL4A4;IL2RB;GNB1
VEGF signaling pathway,3/59,0.5713815260202666,1,0,0,1.0169491525423728,0.5691845296161483,RAC3;MAPK1;RAC1
Melanogenesis,5/101,0.5733754172932677,1,0,0,0.9900990099009901,0.5507075230503586,KITLG;FZD4;GNAI3;MAPK1;CAMK2G
Phenylalanine metabolism,1/17,0.5820286217003197,1,0,0,1.176470588235294,0.6367478285654856,IL4I1
Primary bile acid biosynthesis,1/17,0.5820286217003197,1,0,0,1.176470588235294,0.6367478285654856,CYP39A1
Platelet activation,6/124,0.5912375561010063,1,0,0,0.9677419354838709,0.5085845672526835,COL1A2;ITGB3;GNAI3;MAPK1;F2;PRKCZ
Adrenergic signaling in cardiomyocytes,7/145,0.5920854218584392,1,0,0,0.9655172413793103,0.5060317966611959,KCNE1;GNAI3;ATP2B4;MAPK1;CAMK2G;RAPGEF3;MYH6
Oocyte meiosis,6/125,0.5991206229248341,1,0,0,0.96,0.4918006342162246,RPS6KA2;CDC16;MAPK1;FBXO43;CAMK2G;INS
Toll-like receptor signaling pathway,5/104,0.599573857726415,1,0,0,0.9615384615384616,0.49186164733317733,IFNA7;CCL3;MAPK1;MAP3K8;RAC1
Calcium signaling pathway,9/188,0.6010901477918724,1,0,0,0.9574468085106382,0.4873503440770302,RYR1;PTGER1;TNNC2;CACNA1B;ATP2B4;DRD1;HTR4;CAMK2G;EGFR
Other glycan degradation,1/18,0.6029449082085762,1,0,0,1.111111111111111,0.5621438325188578,FUCA1
Chemokine signaling pathway,9/190,0.6138065265282766,1,0,0,0.9473684210526315,0.4623873194507082,GNB1;GNAI3;CCL3;RAC3;MAPK1;CCL1;RAC1;PRKCZ;CCR3
Osteoclast differentiation,6/127,0.6146383855730021,1,0,0,0.9448818897637795,0.45989402366767695,CYLD;ITGB3;MAPK1;RAC1;LILRB2;TGFBR1
Bladder cancer,2/41,0.6147400385913487,1,0,0,0.975609756097561,0.47468858733322344,MAPK1;EGFR
Fat digestion and absorption,2/41,0.6147400385913487,1,0,0,0.975609756097561,0.47468858733322344,MOGAT2;PNLIP
Graft-versus-host disease,2/41,0.6147400385913487,1,0,0,0.975609756097561,0.47468858733322344,KIR3DL2;HLA-F
Ras signaling pathway,11/232,0.6151143798879258,1,0,0,0.9482758620689654,0.46081185293266835,KITLG;KSR1;GNB1;RAC3;MAPK1;RAC1;KSR2;EGFR;PLA1A;PLD2;INS
Cytosolic DNA-sensing pathway,3/63,0.6162178817161523,1,0,0,0.9523809523809523,0.4610996894309503,ZBP1;IFNA7;POLR2F
"Parathyroid hormone synthesis, secretion and action",5/106,0.6165249871762161,1,0,0,0.9433962264150944,0.4562796476411569,NR4A2;GNAI3;MAPK1;EGFR;PLD2
Human immunodeficiency virus 1 infection,10/212,0.6203155438584437,1,0,0,0.9433962264150944,0.4504971591535261,IFNA7;GNB1;GNAI3;TAP2;RAC3;TAP1;MAPK1;ELOB;RAC1;HLA-F
Gastric cancer,7/149,0.6208672064504345,1,0,0,0.9395973154362416,0.44784783988129884,SMAD2;TGFB3;FZD4;REG4;MAPK1;TGFBR1;EGFR
Glycosaminoglycan degradation,1/19,0.6228154838888618,1,0,0,1.0526315789473684,0.4984262922061619,HPSE
Steroid biosynthesis,1/19,0.6228154838888618,1,0,0,1.0526315789473684,0.4984262922061619,LIPA
Th17 cell differentiation,5/107,0.6248402405451496,1,0,0,0.9345794392523363,0.43949465144730016,SMAD2;IL2RB;MAPK1;AHR;TGFBR1
Salmonella infection,4/86,0.6293463661035574,1,0,0,0.9302325581395349,0.4307660579611482,RHOG;CCL3;MAPK1;RAC1
Central carbon metabolism in cancer,3/65,0.6374113112791769,1,0,0,0.9230769230769231,0.41569858263660475,MAPK1;EGFR;PDK1
Mitophagy,3/65,0.6374113112791769,1,0,0,0.9230769230769231,0.41569858263660475,UBB;BNIP3;AMBRA1
Shigellosis,3/65,0.6374113112791769,1,0,0,0.9230769230769231,0.41569858263660475,RHOG;MAPK1;RAC1
One carbon pool by folate,1/20,0.6416925793416899,1,0,0,1,0.4436459383541027,TYMS
Dopaminergic synapse,6/131,0.6446363815048852,1,0,0,0.916030534351145,0.4022004922971754,GNB1;CACNA1B;GNAI3;DRD1;CAMK2G;SLC6A3
Natural killer cell mediated cytotoxicity,6/131,0.6446363815048852,1,0,0,0.916030534351145,0.4022004922971754,NCR2;IFNA7;RAC3;MAPK1;RAC1;KIR3DL2
Fatty acid degradation,2/44,0.6532378269725155,1,0,0,0.9090909090909091,0.38710364483347576,ECI1;ADH5
GABAergic synapse,4/89,0.6561310542796738,1,0,0,0.898876404494382,0.3787817816859613,GNB1;CACNA1B;GNAI3;GAD2
Amphetamine addiction,3/68,0.6676380497864279,1,0,0,0.8823529411764706,0.3564786122927678,DRD1;CAMK2G;SLC6A3
Fc epsilon RI signaling pathway,3/68,0.6676380497864279,1,0,0,0.8823529411764706,0.3564786122927678,RAC3;MAPK1;RAC1
Glycolysis / Gluconeogenesis,3/68,0.6676380497864279,1,0,0,0.8823529411764706,0.3564786122927678,LDHB;PGM2;ADH5
Focal adhesion,9/199,0.6683313701725119,1,0,0,0.9045226130653267,0.36449653143765454,COL1A2;COL4A4;ITGB3;LAMA3;RAPGEF1;RAC3;MAPK1;RAC1;EGFR
Dilated cardiomyopathy (DCM),4/91,0.6732482464251353,1,0,0,0.8791208791208791,0.34781639730574376,SGCB;TGFB3;ITGB3;MYH6
Fc gamma R-mediated phagocytosis,4/91,0.6732482464251353,1,0,0,0.8791208791208791,0.34781639730574376,MAPK1;RAC1;ASAP2;PLD2
Morphine addiction,4/91,0.6732482464251353,1,0,0,0.8791208791208791,0.34781639730574376,GNB1;CACNA1B;GNAI3;DRD1
Adipocytokine signaling pathway,3/69,0.6772948191670352,1,0,0,0.8695652173913043,0.338824888725687,PRKAA1;IRS1;ACACB
Ubiquitin mediated proteolysis,6/137,0.6868931771447399,1,0,0,0.8759124087591241,0.3289721085839843,UBA7;NEDD4;CDC16;SYVN1;ELOB;BRCA1
GnRH signaling pathway,4/93,0.6897669196744971,1,0,0,0.8602150537634409,0.3194851922842808,MAPK1;CAMK2G;EGFR;PLD2
Mismatch repair,1/23,0.6928469690097347,1,0,0,0.8695652173913043,0.31908358966713624,RPA3
Amino sugar and nucleotide sugar metabolism,2/48,0.6997136081858564,1,0,0,0.8333333333333333,0.29757013234898655,PGM2;RENBP
Endocrine and other factor-regulated calcium reabsorption,2/48,0.6997136081858564,1,0,0,0.8333333333333333,0.29757013234898655,DNM3;RAB11A
Arrhythmogenic right ventricular cardiomyopathy (ARVC),3/72,0.7050123870135998,1,0,0,0.8333333333333333,0.2912832550768055,SGCB;ITGB3;PKP2
JAK-STAT signaling pathway,7/162,0.7061186960436059,1,0,0,0.8641975308641975,0.300716483504727,IFNA7;THPO;IL2RB;OSM;EGFR;EPOR;PTPN2
Necroptosis,7/162,0.7061186960436059,1,0,0,0.8641975308641975,0.300716483504727,ZBP1;CYLD;IFNA7;USP21;TRPM7;HMGB1;CAMK2G
Vitamin digestion and absorption,1/24,0.7082222339049663,1,0,0,0.8333333333333333,0.28749778737100123,PNLIP
Malaria,2/49,0.7104927276749392,1,0,0,0.8163265306122448,0.2790176057147895,TGFB3;PECAM1
Hepatitis B,7/163,0.7121164303112548,1,0,0,0.8588957055214724,0.29160699221433833,SMAD2;IFNA7;DDX3X;TGFB3;MAPK1;HSPG2;TGFBR1
Cholesterol metabolism,2/50,0.7209459791839935,1,0,0,0.7999999999999999,0.2617528554824198,ABCB11;LIPA
Glycerophospholipid metabolism,4/97,0.7210011321847114,1,0,0,0.8247422680412371,0.269785213526288,LYPLA2;GPAM;DGKA;PLD2
Hematopoietic cell lineage,4/97,0.7210011321847114,1,0,0,0.8247422680412371,0.269785213526288,KITLG;THPO;ITGB3;EPOR
Inositol phosphate metabolism,3/74,0.722455815470999,1,0,0,0.8108108108108109,0.2635937966943547,INPP5A;MTMR14;INPP5J
Metabolism of xenobiotics by cytochrome P450,3/74,0.722455815470999,1,0,0,0.8108108108108109,0.2635937966943547,GSTO2;UGT2A3;ADH5
AMPK signaling pathway,5/120,0.7226056756270708,1,0,0,0.8333333333333333,0.2707430048728052,PRKAA1;CAB39;IRS1;ACACB;INS
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1/25,0.7228285803914951,1,0,0,0.7999999999999999,0.2596665438632063,PIGW
Protein processing in endoplasmic reticulum,7/165,0.7238641717074015,1,0,0,0.8484848484848485,0.2741891619820413,DNAJB2;ERO1B;GANAB;MAN1C1;SYVN1;DNAJC5G;SEC62
Pancreatic secretion,4/98,0.7284348779278988,1,0,0,0.8163265306122448,0.25865881578997496,ATP2B4;RAC1;PNLIP;RAB11A
Glioma,3/75,0.7308710279969972,1,0,0,0.7999999999999999,0.2508146136696121,MAPK1;CAMK2G;EGFR
Amyotrophic lateral sclerosis (ALS),2/51,0.7310789651903944,1,0,0,0.7843137254901961,0.24567356984329963,NEFM;RAC1
Mineral absorption,2/51,0.7310789651903944,1,0,0,0.7843137254901961,0.24567356984329963,TRPM7;ATOX1
Phosphatidylinositol signaling system,4/99,0.7357196016371502,1,0,0,0.8080808080808081,0.24800501727640314,INPP5A;DGKA;MTMR14;INPP5J
Chronic myeloid leukemia,3/76,0.739084180089673,1,0,0,0.7894736842105262,0.2386922002972212,TGFB3;MAPK1;TGFBR1
Hepatocellular carcinoma,7/168,0.7408637352815205,1,0,0,0.8333333333333333,0.2499488030031976,SMAD2;GSTO2;TGFB3;FZD4;MAPK1;TGFBR1;EGFR
Regulation of actin cytoskeleton,9/214,0.7483285391762075,1,0,0,0.8411214953271027,0.2438522023798273,ITGB3;LPAR1;ITGAX;RAC3;MAPK1;RAC1;F2;EGFR;INS
Breast cancer,6/147,0.7496501617847804,1,0,0,0.8163265306122448,0.23522337324693435,HEYL;FZD4;MAPK1;HES1;BRCA1;EGFR
Ascorbate and aldarate metabolism,1/27,0.7498862689651448,1,0,0,0.7407407407407407,0.2132101669113366,UGT2A3
Autoimmune thyroid disease,2/53,0.7504077852742062,1,0,0,0.7547169811320754,0.21670830680118947,IFNA7;HLA-F
Tight junction,7/170,0.7517812588214371,1,0,0,0.8235294117647058,0.23496107482455797,PRKAA1;NEDD4;RAPGEF2;AMOTL2;RAC1;PRKCZ;LLGL1
Longevity regulating pathway,4/102,0.7566871822236416,1,0,0,0.7843137254901961,0.21867085840898748,PRKAA1;IRS1;EIF4E1B;INS
Butanoate metabolism,1/28,0.7624087879510514,1,0,0,0.7142857142857142,0.19376600001083732,GAD2
