Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
IL-17 signaling pathway,5/93,0.4994819883860412,1,0,0,1.075268817204301,0.7464341299256831,USP25;MAPK11;TBK1;CASP3;TRAF5
Serotonergic synapse,6/113,0.4997075653239782,1,0,0,1.0619469026548671,0.7367067833785346,HTR6;TPH1;PLA2G4E;CASP3;HTR1A;GNAI1
Pentose and glucuronate interconversions,2/34,0.5125071338352726,1,0,0,1.176470588235294,0.7864007628092599,UGT1A1;UGT2B28
Thyroid hormone signaling pathway,6/116,0.5254581276778527,1,0,0,1.0344827586206895,0.6656739028524064,CREBBP;HDAC3;TBC1D4;FOXO1;MYH6;SLC9A1
Insulin signaling pathway,7/137,0.5314567341654012,1,0,0,1.021897810218978,0.645975826925556,PRKAR2A;FLOT1;PPP1R3A;PYGL;EIF4E;FOXO1;PCK2
MicroRNAs in cancer,15/299,0.5324421113102931,1,0,0,1.0033444816053512,0.6323890620024301,CREBBP;DNMT1;MIR520E;MIR29C;MIR206;MIRLET7E;MIR203A;MIR215;ZEB2;MIR16-1;MIR375;CASP3;SPRY2;MIR128-2;MIR181A2
Pyrimidine metabolism,3/57,0.5477812798713707,1,0,0,1.0526315789473684,0.6335570484502631,CANT1;RRM2;NME1
Olfactory transduction,22/444,0.5489292037258071,1,0,0,0.990990990990991,0.594382325067679,OR8I2;OR1D2;OR10J5;OR2G3;OR10H2;OR5J2;OR2F1;OR52E2;OR1J4;OR2L3;OR8S1;OR2T6;OR2T11;OR5H15;OR2T2;OR13C9;OR52R1;OR8B3;OR4C11;OR4F6;OR52A5;CNGB1
Viral carcinogenesis,10/201,0.5523179780186385,1,0,0,0.9950248756218906,0.5906779616132228,CREBBP;EGR2;HDAC3;TBPL2;CASP3;TRAF5;HLA-C;CHD4;IL6ST;GTF2E2
Phosphatidylinositol signaling system,5/99,0.5554224977737025,1,0,0,1.01010101010101,0.5939658561566864,ITPKB;PIP4P2;INPP5F;DGKB;INPP1
African trypanosomiasis,2/37,0.5584386214472209,1,0,0,1.0810810810810811,0.62984925993825025,VCAM1;IL18
RNA degradation,4/79,0.561890006637219,1,0,0,1.0126582278481011,0.5837459908567373,BTG3;LSM7;DIS3L;XRN2
AGE-RAGE signaling pathway in diabetic complications,5/100,0.5644459548061124,1,0,0,1,0.5719106399118082,MAPK11;VCAM1;CASP3;F3;FOXO1
Ribosome biogenesis in eukaryotes,5/101,0.5733754172932677,1,0,0,0.9900990099009901,0.5507075230503586,NXF3;POP1;XRN2;DROSHA;WDR43
Nitrogen metabolism,1/17,0.5820286217003197,1,0,0,1.176470588235294,0.6367478285654856,CA3
Phenylalanine metabolism,1/17,0.5820286217003197,1,0,0,1.176470588235294,0.6367478285654856,GLYAT
Primary bile acid biosynthesis,1/17,0.5820286217003197,1,0,0,1.176470588235294,0.6367478285654856,CYP46A1
Selenocompound metabolism,1/17,0.5820286217003197,1,0,0,1.176470588235294,0.6367478285654856,MTR
Long-term depression,3/60,0.5828910435264506,1,0,0,1,0.5397549994176116,GRIA1;PLA2G4E;GNAI1
Pyruvate metabolism,2/39,0.5873014514915549,1,0,0,1.0256410256410255,0.5458636358886607,ALDH1B1;PCK2
ECM-receptor interaction,4/82,0.591620653904691,1,0,0,0.975609756097561,0.5120874505494942,ITGB8;LAMB1;ITGB6;THBS3
Ferroptosis,2/40,0.60119891797304,1,0,0,1,0.5088294208836465,GCLC;ACSL1
Nicotine addiction,2/40,0.60119891797304,1,0,0,1,0.5088294208836465,GRIA1;GRIN1
Fat digestion and absorption,2/41,0.6147400385913487,1,0,0,0.975609756097561,0.47468858733322344,PLA2G12A;AGPAT1
Arachidonic acid metabolism,3/63,0.6162178817161523,1,0,0,0.9523809523809523,0.4610996894309503,PLA2G12A;PLA2G4E;CYP4A11
cAMP signaling pathway,10/212,0.6203155438584437,1,0,0,0.9433962264150944,0.4504971591535261,GRIA1;GABBR2;HTR6;CREBBP;GPR119;HTR1A;GNAI1;GRIN1;SLC9A1;CNGB1
Steroid biosynthesis,1/19,0.6228154838888618,1,0,0,1.0526315789473684,0.4984262922061619,HSD17B7
Influenza A,8/171,0.6268081564909365,1,0,0,0.935672514619883,0.4370664380599916,MAPK11;CREBBP;TBK1;NXF3;CCL5;IL18;NLRP3;FURIN
Porphyrin and chlorophyll metabolism,2/42,0.6279256694973029,1,0,0,0.9523809523809523,0.4431747430401906,UGT1A1;UGT2B28
Type I diabetes mellitus,2/43,0.6407574714002146,1,0,0,0.9302325581395349,0.41405046828616976,PTPRN2;HLA-C
Phagosome,7/152,0.6417021441357289,1,0,0,0.9210526315789472,0.4086075302976567,RAB5B;SFTPA2;ATP6V0A2;HLA-C;TCIRG1;MPO;THBS3
Ribosome,7/153,0.6484975480312875,1,0,0,0.915032679738562,0.3962979599377591,RPL4;MRPL20;RPS9;RPL32;RPL21;RPL36;MRPS5
FoxO signaling pathway,6/132,0.6519118466202043,1,0,0,0.9090909090909091,0.3889508461515316,MAPK11;CREBBP;FBXO32;SGK1;FOXO1;PCK2
Vasopressin-regulated water reabsorption,2/44,0.6532378269725155,1,0,0,0.9090909090909091,0.38710364483347576,RAB5B;AQP4
GABAergic synapse,4/89,0.6561310542796738,1,0,0,0.898876404494382,0.3787817816859613,GABBR2;SLC12A5;GNAI1;SLC38A5
TGF-beta signaling pathway,4/90,0.6647641861492688,1,0,0,0.8888888888888888,0.362953696452133,CREBBP;TGIF2;INHBB;BMP7
ABC transporters,2/45,0.665369764985953,1,0,0,0.8888888888888888,0.3621443158089169,ABCB7;ABCC8
Staphylococcus aureus infection,3/68,0.6676380497864279,1,0,0,0.8823529411764706,0.3564786122927678,C4A;FGG;CFB
Other types of O-glycan biosynthesis,1/22,0.6766623505215513,1,0,0,0.9090909090909091,0.3550753401584873,RFNG
Terpenoid backbone biosynthesis,1/22,0.6766623505215513,1,0,0,0.9090909090909091,0.3550753401584873,HMGCS2
Tuberculosis,8/179,0.677184898085746,1,0,0,0.8938547486033519,0.34843435038653225,MAPK11;RAB5B;CREBBP;CASP3;ATP6V0A2;IL18;TCIRG1;LBP
Glutamatergic synapse,5/114,0.6799176333026349,1,0,0,0.8771929824561403,0.3384066803900328,GRIA1;GRM4;PLA2G4E;GNAI1;GRIN1
RIG-I-like receptor signaling pathway,3/70,0.6867423738774998,1,0,0,0.8571428571428571,0.32211090747805676,MAPK11;TBK1;TBKBP1
Nucleotide excision repair,2/47,0.6886033156551076,1,0,0,0.8510638297872339,0.3175233302317852,RFC2;RAD23B
Sphingolipid metabolism,2/47,0.6886033156551076,1,0,0,0.8510638297872339,0.3175233302317852,ARSA;SGPL1
Histidine metabolism,1/23,0.6928469690097347,1,0,0,0.8695652173913043,0.31908358966713624,ALDH1B1
Mismatch repair,1/23,0.6928469690097347,1,0,0,0.8695652173913043,0.31908358966713624,RFC2
Proximal tubule bicarbonate reclamation,1/23,0.6928469690097347,1,0,0,0.8695652173913043,0.31908358966713624,PCK2
Human cytomegalovirus infection,10/225,0.6932935578880997,1,0,0,0.8888888888888888,0.32560156891656883,AKAP13;MAPK11;TBK1;CCL3L1;CASP3;CCL5;TRAF5;HLA-C;CGAS;GNAI1
Amino sugar and nucleotide sugar metabolism,2/48,0.6997136081858564,1,0,0,0.8333333333333333,0.29757013234898655,FPGT;UAP1L1
Intestinal immune network for IgA production,2/48,0.6997136081858564,1,0,0,0.8333333333333333,0.29757013234898655,MAP3K14;CCR10
Fluid shear stress and atherosclerosis,6/139,0.7002204199629493,1,0,0,0.8633093525179856,0.30764901396557814,MAPK11;VCAM1;GSTO2;GSTO1;GPC1;TXN2
Adherens junction,3/72,0.7050123870135998,1,0,0,0.8333333333333333,0.2912832550768055,CREBBP;CTNNA3;WASF3
NF-kappa B signaling pathway,4/95,0.7056844804748206,1,0,0,0.8421052631578947,0.2935469919093557,VCAM1;TRAF5;LBP;MAP3K14
Arginine and proline metabolism,2/49,0.7104927276749392,1,0,0,0.8163265306122448,0.2790176057147895,ALDH1B1;CKM
Cocaine addiction,2/49,0.7104927276749392,1,0,0,0.8163265306122448,0.2790176057147895,GNAI1;GRIN1
Neuroactive ligand-receptor interaction,15/338,0.7191815436088637,1,0,0,0.8875739644970413,0.29258117622280166,GRIA1;GABBR2;CHRNB3;CALCB;AVPR1B;LHB;HTR1A;GRIN1;GHRHR;HTR6;GRM4;ADRB3;NPBWR2;DRD3;DRD4
N-Glycan biosynthesis,2/50,0.7209459791839935,1,0,0,0.7999999999999999,0.2617528554824198,MGAT4A;MGAT4B
Vibrio cholerae infection,2/50,0.7209459791839935,1,0,0,0.7999999999999999,0.2617528554824198,ATP6V0A2;TCIRG1
Circadian entrainment,4/97,0.7210011321847114,1,0,0,0.8247422680412371,0.269785213526288,GRIA1;CACNA1H;GNAI1;GRIN1
RNA transport,7/165,0.7238641717074015,1,0,0,0.8484848484848485,0.2741891619820413,POM121L2;EIF2B2;NXF3;POP1;TPR;EIF3F;EIF4E
Ras signaling pathway,10/232,0.7287862614859804,1,0,0,0.8620689655172414,0.2727368828310504,RAB5B;PLA2G12A;TBK1;RASA4B;ANGPT1;PLA2G4E;RASA1;ABL2;GRIN1;RASGRP3
Gastric acid secretion,3/75,0.7308710279969972,1,0,0,0.7999999999999999,0.2508146136696121,SLC26A7;GNAI1;SLC9A1
Choline metabolism in cancer,4/99,0.7357196016371502,1,0,0,0.8080808080808081,0.24800501727640314,SLC5A7;DGKB;PLA2G4E;WASF3
Cell adhesion molecules (CAMs),6/145,0.7378766133412128,1,0,0,0.8275862068965517,0.25156854534135115,VCAM1;CLDN19;HLA-C;ITGB8;CLDN18;NRXN2
Inflammatory mediator regulation of TRP channels,4/100,0.7428559954663433,1,0,0,0.7999999999999999,0.23780245442692988,MAPK11;TRPA1;PLA2G4E;CYP4A11
Antigen processing and presentation,3/77,0.7470972136000291,1,0,0,0.7792207792207791,0.22718958204818146,KIR2DS1;HLA-C;KIR2DL4
Platelet activation,5/124,0.7487088303457675,1,0,0,0.8064516129032258,0.23339122223979591,MAPK11;PLA2G4E;FGG;TLN1;GNAI1
Autoimmune thyroid disease,2/53,0.7504077852742062,1,0,0,0.7547169811320754,0.21670830680118947,TG;HLA-C
Huntington disease,8/193,0.7546266204717633,1,0,0,0.8290155440414507,0.23339456537289388,CREBBP;ATP5PD;DNAH2;TBPL2;CASP3;POLR2E;POLR2K;GRIN1
Chagas disease (American trypanosomiasis),4/103,0.7633839575456066,1,0,0,0.7766990291262135,0.20970419679401037,MAPK11;CCL3L1;CCL5;GNAI1
Glucagon signaling pathway,4/103,0.7633839575456066,1,0,0,0.7766990291262135,0.20970419679401037,CREBBP;PYGL;FOXO1;PCK2
Pathogenic Escherichia coli infection,2/55,0.7685284162153218,1,0,0,0.7272727272727272,0.1914747203489268,CTTN;TLR5
Regulation of lipolysis in adipocytes,2/55,0.7685284162153218,1,0,0,0.7272727272727272,0.1914747203489268,ADRB3;GNAI1
C-type lectin receptor signaling pathway,4/104,0.7699363530876122,1,0,0,0.7692307692307693,0.20111340452197826,MAPK11;EGR2;NLRP3;MAP3K14
Endocytosis,10/244,0.7830666966457429,1,0,0,0.8196721311475409,0.20044049648990897,RAB5B;DAB2;ACAP1;BIN1;DNAJC6;PIP5KL1;ASAP3;HLA-C;STAMBP;FOLR2
Th17 cell differentiation,4/107,0.7887401751709202,1,0,0,0.747663551401869,0.1774342589951246,MAPK11;RARA;IL6ST;IL27RA
Dopaminergic synapse,5/131,0.7899190896828266,1,0,0,0.7633587786259541,0.18001889838867802,GRIA1;MAPK11;DRD3;DRD4;GNAI1
Taste transduction,3/83,0.7911013287526669,1,0,0,0.7228915662650601,0.1693946149369998,GABBR2;GRM4;HTR1A
Epstein-Barr virus infection,8/201,0.7925273344506804,1,0,0,0.7960199004975124,0.18509714022296506,NCOR2;SEM1;MAPK11;TBK1;CASP3;TRAF5;HLA-C;MAP3K14
Circadian rhythm,1/31,0.7963417210162199,1,0,0,0.6451612903225806,0.1469205725810339,BHLHE41
Galactose metabolism,1/31,0.7963417210162199,1,0,0,0.6451612903225806,0.1469205725810339,LCT
VEGF signaling pathway,2/59,0.8013529002820844,1,0,0,0.6779661016949152,0.15013820630777816,MAPK11;PLA2G4E
Axon guidance,7/181,0.8059436404362745,1,0,0,0.7734806629834253,0.1668718505593194,RASA1;SEMA3E;SEMA3F;EPHA1;BMP7;NTN1;GNAI1
Insulin secretion,3/86,0.8106028254070419,1,0,0,0.6976744186046511,0.14649563666446674,KCNU1;ABCC8;GPR119
Fructose and mannose metabolism,1/33,0.8162287694193023,1,0,0,0.6060606060606061,0.12306703553305594,FPGT
Estrogen signaling pathway,5/137,0.8208780761188903,1,0,0,0.72992700729927,0.14407349424250715,GABBR2;KRT14;RARA;KRT31;GNAI1
Thermogenesis,9/231,0.8216274337473796,1,0,0,0.7792207792207791,0.15309212749731324,RPS6KA3;MAPK11;RPS6KA6;ATP5PD;NDUFAF6;ADRB3;COX16;ACSL1;ARID1A
Toxoplasmosis,4/113,0.8226434279131911,1,0,0,0.7079646017699115,0.13821765033879096,MAPK11;CASP3;LAMB1;GNAI1
Transcriptional misregulation in cancer,7/186,0.8273600898825334,1,0,0,0.7526881720430108,0.1426458959005734,ETV7;EYA1;BMP2K;RARA;MPO;ETV4;FOXO1
Signaling pathways regulating pluripotency of stem cells,5/139,0.8303434515247903,1,0,0,0.7194244604316546,0.13375242213240954,MAPK11;FZD8;INHBB;IL6ST;ISL1
Prion diseases,1/35,0.8341755971925006,1,0,0,0.5714285714285714,0.103606486053202,CCL5
Calcium signaling pathway,7/188,0.8353889283325726,1,0,0,0.7446808510638298,0.13393671925321257,ITPKB;HTR6;AVPR1B;ADRB3;CACNA1H;GRIN1;TPCN1
DNA replication,1/36,0.8424812699182175,1,0,0,0.5555555555555555,0.09522436030767889,RFC2
Starch and sucrose metabolism,1/36,0.8424812699182175,1,0,0,0.5555555555555555,0.09522436030767889,PYGL
Inflammatory bowel disease (IBD),2/65,0.8428493095437481,1,0,0,0.6153846153846154,0.10521051812214251,IL18;TLR5
Shigellosis,2/65,0.8428493095437481,1,0,0,0.6153846153846154,0.10521051812214251,MAPK11;CTTN
Parkinson disease,5/142,0.8437741668121552,1,0,0,0.704225352112676,0.11962703877312425,ATP5PD;CASP3;HTRA2;GNAI1;SNCA
Acute myeloid leukemia,2/66,0.8489478345965421,1,0,0,0.6060606060606061,0.09924699267132996,RARA;MPO
GnRH signaling pathway,3/93,0.8501804853980194,1,0,0,0.6451612903225806,0.10471394598415903,MAPK11;PLA2G4E;LHB
Small cell lung cancer,3/93,0.8501804853980194,1,0,0,0.6451612903225806,0.10471394598415903,CASP3;TRAF5;LAMB1
Aldosterone-regulated sodium reabsorption,1/37,0.8503713249208762,1,0,0,0.5405405405405406,0.08761198488762709,SGK1
Thyroid cancer,1/37,0.8503713249208762,1,0,0,0.5405405405405406,0.08761198488762709,TPR
Hepatocellular carcinoma,6/168,0.8506043343825483,1,0,0,0.7142857142857142,0.11557728607067765,PHF10;GSTO2;GSTO1;FZD8;ARID1A;CSNK1A1L
Neurotrophin signaling pathway,4/119,0.851921877903696,1,0,0,0.6722689075630252,0.10773811694664917,RPS6KA3;MAPK11;RPS6KA6;MAGED1
Adrenergic signaling in cardiomyocytes,5/145,0.8563159481665291,1,0,0,0.689655172413793,0.10697646387244193,MAPK11;SCN1B;MYH6;GNAI1;SLC9A1
Allograft rejection,1/38,0.8578665401729517,1,0,0,0.5263157894736842,0.08068775746154062,HLA-C
Amphetamine addiction,2/68,0.860502636162266,1,0,0,0.588235294117647,0.08837564694787858,GRIA1;GRIN1
Fc epsilon RI signaling pathway,2/68,0.860502636162266,1,0,0,0.588235294117647,0.08837564694787858,MAPK11;PLA2G4E
Amoebiasis,3/96,0.8648106182658194,1,0,0,0.625,0.09077795902611915,RAB5B;CASP3;LAMB1
Adipocytokine signaling pathway,2/69,0.8659715129706728,1,0,0,0.5797101449275363,0.08342218313842696,ACSL1;PCK2
Renin secretion,2/69,0.8659715129706728,1,0,0,0.5797101449275363,0.08342218313842696,ADRB3;GNAI1
