Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Antigen processing and presentation,4/77,0.541429111359833,1,0,0,1.0389610389610389,0.6374474106254083,HLA-DMB;PSME3;PSME1;HLA-E
Neurotrophin signaling pathway,6/119,0.5506572107989453,1,0,0,1.0084033613445378,0.6016565903086142,PDPK1;RPS6KA2;ARHGDIB;FRS2;PIK3R1;PSEN1
Epstein-Barr virus infection,10/201,0.5523179780186385,1,0,0,0.9950248756218906,0.5906779616132228,SEM1;HLA-DMB;IFNA1;IRF3;GADD45A;TRADD;BTK;PIK3R1;IFNA8;HLA-E
Choline metabolism in cancer,5/99,0.5554224977737025,1,0,0,1.01010101010101,0.5939658561566864,PDPK1;PDGFA;PIK3R1;WASF2;WASF3
Aldosterone-regulated sodium reabsorption,2/37,0.5584386214472209,1,0,0,1.0810810810810811,0.62984925993825025,PDPK1;PIK3R1
Primary immunodeficiency,2/37,0.5584386214472209,1,0,0,1.0810810810810811,0.62984925993825025,BTK;TNFRSF13C
Lysine degradation,3/59,0.5713815260202666,1,0,0,1.0169491525423728,0.5691845296161483,GCDH;PRDM9;SETD3
Allograft rejection,2/38,0.5730476768580657,1,0,0,1.0526315789473684,0.5860909053082317,HLA-DMB;HLA-E
Apoptosis,7/143,0.5772906093016131,1,0,0,0.979020979020979,0.5378834105474285,GADD45A;PDPK1;TRADD;CASP2;PIK3R1;SPTAN1;CTSC
Chemical carcinogenesis,4/82,0.591620653904691,1,0,0,0.975609756097561,0.5120874505494942,CBR1;UGT2B15;CYP1B1;CYP2C19
Glycerolipid metabolism,3/61,0.5942021207725078,1,0,0,0.9836065573770492,0.5120023739386589,AKR1B10;AGPAT2;AGPAT3
Toll-like receptor signaling pathway,5/104,0.599573857726415,1,0,0,0.9615384615384616,0.49186164733317733,IFNA1;IRF3;TLR9;PIK3R1;IFNA8
Ferroptosis,2/40,0.60119891797304,1,0,0,1,0.5088294208836465,PCBP1;ATG7
Breast cancer,7/147,0.6066150016024487,1,0,0,0.9523809523809523,0.4760580508568352,NOTCH3;FZD4;GADD45A;FZD10;PIK3R1;BRCA1;DLL1
Graft-versus-host disease,2/41,0.6147400385913487,1,0,0,0.975609756097561,0.47468858733322344,HLA-DMB;HLA-E
Homologous recombination,2/41,0.6147400385913487,1,0,0,0.975609756097561,0.47468858733322344,SEM1;BRCA1
Arachidonic acid metabolism,3/63,0.6162178817161523,1,0,0,0.9523809523809523,0.4610996894309503,CBR1;ALOX12B;CYP2C19
Tight junction,8/170,0.6202201527232523,1,0,0,0.9411764705882353,0.4495819095842526,AFDN;IGSF5;PCNA;CTTN;MARVELD2;PPP2R2C;CGN;CLDN16
Pantothenate and CoA biosynthesis,1/19,0.6228154838888618,1,0,0,1.0526315789473684,0.4984262922061619,PPCDC
Porphyrin and chlorophyll metabolism,2/42,0.6279256694973029,1,0,0,0.9523809523809523,0.4431747430401906,HEPH;UGT2B15
Tryptophan metabolism,2/42,0.6279256694973029,1,0,0,0.9523809523809523,0.4431747430401906,GCDH;CYP1B1
MicroRNAs in cancer,14/299,0.6382323365234137,1,0,0,0.9364548494983277,0.42051776410617975,MIR30B;MIR29B1;NOTCH3;PDGFA;BRCA1;MIR1-2;MIR363;MIR483;CYP1B1;TNR;MIR150;MIR103B2;MDM4;MIR181B2
Aminoacyl-tRNA biosynthesis,3/66,0.6476960862533626,1,0,0,0.9090909090909091,0.3948488139467768,GATC;YARS2;WARS2
Non-small cell lung cancer,3/66,0.6476960862533626,1,0,0,0.9090909090909091,0.3948488139467768,PDPK1;GADD45A;PIK3R1
Arginine biosynthesis,1/21,0.6596258189717179,1,0,0,0.9523809523809523,0.3962690911289506,ARG2
Protein digestion and absorption,4/90,0.6647641861492688,1,0,0,0.8888888888888888,0.362953696452133,COL2A1;ELN;SLC1A1;PRCP
Epithelial cell signaling in Helicobacter pylori infection,3/68,0.6676380497864279,1,0,0,0.8823529411764706,0.3564786122927678,IGSF5;ATP6V1D;ATP6V1C1
Fc epsilon RI signaling pathway,3/68,0.6676380497864279,1,0,0,0.8823529411764706,0.3564786122927678,PDPK1;BTK;PIK3R1
Focal adhesion,9/199,0.6683313701725119,1,0,0,0.9045226130653267,0.36449653143765454,COL2A1;CAV3;PDPK1;FN1;PDGFA;TNR;ILK;PIK3R1;TLN1
Serotonergic synapse,5/113,0.6723926318192525,1,0,0,0.8849557522123893,0.3512502969378424,GNG2;CACNA1A;ALOX12B;HTR3B;CYP2C19
mRNA surveillance pathway,4/91,0.6732482464251353,1,0,0,0.8791208791208791,0.34781639730574376,NXF2;PPP2R2C;UPF3A;GSPT2
Other types of O-glycan biosynthesis,1/22,0.6766623505215513,1,0,0,0.9090909090909091,0.3550753401584873,POGLUT1
Tuberculosis,8/179,0.677184898085746,1,0,0,0.8938547486033519,0.34843435038653225,PPP3CC;HLA-DMB;IFNA1;TRADD;CARD9;TLR9;BCL10;IFNA8
Th1 and Th2 cell differentiation,4/92,0.6815826288475257,1,0,0,0.8695652173913043,0.333337208380493,NOTCH3;PPP3CC;HLA-DMB;DLL1
Cellular senescence,7/160,0.6938770031397877,1,0,0,0.8749999999999999,0.3197779927015063,PPP3CC;RRAS;GADD45A;CDK1;PIK3R1;HLA-E;ATR
Intestinal immune network for IgA production,2/48,0.6997136081858564,1,0,0,0.8333333333333333,0.29757013234898655,HLA-DMB;TNFRSF13C
Melanoma,3/72,0.7050123870135998,1,0,0,0.8333333333333333,0.2912832550768055,GADD45A;PDGFA;PIK3R1
Arginine and proline metabolism,2/49,0.7104927276749392,1,0,0,0.8163265306122448,0.2790176057147895,ARG2;L3HYPDH
Malaria,2/49,0.7104927276749392,1,0,0,0.8163265306122448,0.2790176057147895,KLRK1;TLR9
Amoebiasis,4/96,0.7134178055156833,1,0,0,0.8333333333333333,0.28140670641508325,SERPINB10;ARG2;FN1;PIK3R1
Cytokine-cytokine receptor interaction,13/294,0.7146390696396547,1,0,0,0.8843537414965986,0.2971231019609598,TNFSF18;CCL14;GDF10;IFNA1;CSH1;CXCR5;TNFRSF13C;IFNA8;CSF2RA;GH2;IFNL2;CCR8;TNFRSF8
Cholesterol metabolism,2/50,0.7209459791839935,1,0,0,0.7999999999999999,0.2617528554824198,CYP27A1;LDLRAP1
Metabolism of xenobiotics by cytochrome P450,3/74,0.722455815470999,1,0,0,0.8108108108108109,0.2635937966943547,CBR1;UGT2B15;CYP1B1
Glioma,3/75,0.7308710279969972,1,0,0,0.7999999999999999,0.2508146136696121,GADD45A;PDGFA;PIK3R1
Phosphatidylinositol signaling system,4/99,0.7357196016371502,1,0,0,0.8080808080808081,0.24800501727640314,PLCZ1;IMPA2;MTMR14;PIK3R1
Ascorbate and aldarate metabolism,1/27,0.7498862689651448,1,0,0,0.7407407407407407,0.2132101669113366,UGT2B15
Biosynthesis of unsaturated fatty acids,1/27,0.7498862689651448,1,0,0,0.7407407407407407,0.2132101669113366,TECR
Fatty acid elongation,1/27,0.7498862689651448,1,0,0,0.7407407407407407,0.2132101669113366,TECR
Butanoate metabolism,1/28,0.7624087879510514,1,0,0,0.7142857142857142,0.19376600001083732,ACSM6
Osteoclast differentiation,5/127,0.7670589994510474,1,0,0,0.7874015748031495,0.20881225056066524,PPP3CC;BTK;PIK3R1;LILRA1;SIRPB1
Pathogenic Escherichia coli infection,2/55,0.7685284162153218,1,0,0,0.7272727272727272,0.1914747203489268,CTTN;ARPC3
Linoleic acid metabolism,1/29,0.7743049289744676,1,0,0,0.689655172413793,0.17640656406412805,CYP2C19
PI3K-Akt signaling pathway,15/354,0.7805505897478632,1,0,0,0.847457627118644,0.20996247798771642,IFNA1;PDPK1;CSH1;RPS6;FN1;PDGFA;PIK3R1;BRCA1;IFNA8;GH2;GYS1;COL2A1;GNG2;PPP2R2C;TNR
ECM-receptor interaction,3/82,0.7842396846897038,1,0,0,0.7317073170731706,0.17783457445402553,COL2A1;FN1;TNR
Glyoxylate and dicarboxylate metabolism,1/30,0.785605993701368,1,0,0,0.6666666666666666,0.16086659500936684,CS
Dopaminergic synapse,5/131,0.7899190896828266,1,0,0,0.7633587786259541,0.18001889838867802,PPP3CC;GNG2;PPP2R2C;CACNA1A;DRD1
NOD-like receptor signaling pathway,7/178,0.7921477736375266,1,0,0,0.7865168539325842,0.1832641856039621,PSTPIP1;IFNA1;IRF3;NLRP7;CARD9;PYDC2;IFNA8
FoxO signaling pathway,5/132,0.7953524382434503,1,0,0,0.7575757575757576,0.17346207880243836,GADD45A;PDPK1;FBXO25;HOMER3;PIK3R1
Asthma,1/31,0.7963417210162199,1,0,0,0.6451612903225806,0.1469205725810339,HLA-DMB
Circadian rhythm,1/31,0.7963417210162199,1,0,0,0.6451612903225806,0.1469205725810339,RORC
Galactose metabolism,1/31,0.7963417210162199,1,0,0,0.6451612903225806,0.1469205725810339,AKR1B10
RNA polymerase,1/31,0.7963417210162199,1,0,0,0.6451612903225806,0.1469205725810339,POLR2F
VEGF signaling pathway,2/59,0.8013529002820844,1,0,0,0.6779661016949152,0.15013820630777816,PPP3CC;PIK3R1
Axon guidance,7/181,0.8059436404362745,1,0,0,0.7734806629834253,0.1668718505593194,EPHA4;NRP1;PPP3CC;RRAS;ILK;PIK3R1;NTN1
Propanoate metabolism,1/32,0.806540365201665,1,0,0,0.625,0.13437583301390715,ACACB
Salmonella infection,3/86,0.8106028254070419,1,0,0,0.6976744186046511,0.14649563666446674,ARPC3;PLEKHM2;WASF2
Base excision repair,1/33,0.8162287694193023,1,0,0,0.6060606060606061,0.12306703553305594,PCNA
Cholinergic synapse,4/112,0.8173248241169633,1,0,0,0.7142857142857142,0.14408477257015773,GNG2;CHRNA4;CACNA1A;PIK3R1
Gap junction,3/88,0.8227310669841436,1,0,0,0.6818181818181818,0.1330403886090264,CDK1;PDGFA;DRD1
SNARE interactions in vesicular transport,1/34,0.8254324369271197,1,0,0,0.588235294117647,0.11285168470716885,STX6
Transcriptional misregulation in cancer,7/186,0.8273600898825334,1,0,0,0.7526881720430108,0.1426458959005734,SSX2B;GADD45A;PDGFA;SIX1;UTY;PROM1;AFF1
Hepatitis B,6/163,0.8301653781445008,1,0,0,0.7361963190184049,0.13702847651248054,PCNA;IFNA1;IRF3;SLC10A1;PIK3R1;IFNA8
Signaling pathways regulating pluripotency of stem cells,5/139,0.8303434515247903,1,0,0,0.7194244604316546,0.13375242213240954,FZD4;KAT6A;NANOG;FZD10;PIK3R1
Rheumatoid arthritis,3/91,0.8396768561291149,1,0,0,0.6593406593406593,0.11521197114942941,HLA-DMB;ATP6V1D;ATP6V1C1
Starch and sucrose metabolism,1/36,0.8424812699182175,1,0,0,0.5555555555555555,0.09522436030767889,GYS1
Tyrosine metabolism,1/36,0.8424812699182175,1,0,0,0.5555555555555555,0.09522436030767889,FAHD1
Central carbon metabolism in cancer,2/65,0.8428493095437481,1,0,0,0.6153846153846154,0.10521051812214251,PIK3R1;SLC16A3
Inflammatory bowel disease (IBD),2/65,0.8428493095437481,1,0,0,0.6153846153846154,0.10521051812214251,HLA-DMB;RORC
Mitophagy,2/65,0.8428493095437481,1,0,0,0.6153846153846154,0.10521051812214251,RRAS;CSNK2B
Regulation of actin cytoskeleton,8/214,0.844534989740057,1,0,0,0.747663551401869,0.12633204568218137,GSN;RRAS;ITGAD;ARPC3;FN1;PDGFA;PIK3R1;WASF2
Small cell lung cancer,3/93,0.8501804853980194,1,0,0,0.6451612903225806,0.10471394598415903,GADD45A;FN1;PIK3R1
African trypanosomiasis,1/37,0.8503713249208762,1,0,0,0.5405405405405406,0.08761198488762709,TLR9
Thyroid cancer,1/37,0.8503713249208762,1,0,0,0.5405405405405406,0.08761198488762709,GADD45A
Sphingolipid signaling pathway,4/119,0.851921877903696,1,0,0,0.6722689075630252,0.10773811694664917,PPP2R2C;PDPK1;TRADD;PIK3R1
Long-term potentiation,2/67,0.8548301611907013,1,0,0,0.5970149253731343,0.0936432666623936,PPP3CC;RPS6KA2
Retinol metabolism,2/67,0.8548301611907013,1,0,0,0.5970149253731343,0.0936432666623936,UGT2B15;DHRS4L1
Cell adhesion molecules (CAMs),5/145,0.8563159481665291,1,0,0,0.689655172413793,0.10697646387244193,HLA-DMB;CDH15;CLDN16;PTPRF;HLA-E
Amphetamine addiction,2/68,0.860502636162266,1,0,0,0.588235294117647,0.08837564694787858,PPP3CC;DRD1
Pyruvate metabolism,1/39,0.8649866555134298,1,0,0,0.5128205128205128,0.07438010221608295,ACACB
Endocytosis,9/244,0.8657315085379208,1,0,0,0.7377049180327868,0.10636263060583763,RUFY1;SH3GLB2;EHD3;CAV3;ARPC3;WWP1;LDLRAP1;HLA-E;RAB11FIP5
Adipocytokine signaling pathway,2/69,0.8659715129706728,1,0,0,0.5797101449275363,0.08342218313842696,TRADD;ACACB
Phospholipase D signaling pathway,5/148,0.8680063003348341,1,0,0,0.6756756756756757,0.09564615263368895,RRAS;PDGFA;PIK3R1;AGPAT2;AGPAT3
Prostate cancer,3/97,0.8694002721574682,1,0,0,0.6185567010309279,0.08656802931150201,PDPK1;PDGFA;PIK3R1
Prolactin signaling pathway,2/70,0.8712429450339811,1,0,0,0.5714285714285714,0.0787625225498065,PIK3R1;SOCS4
Platelet activation,4/124,0.8730902649815165,1,0,0,0.6451612903225806,0.08755892398339275,BTK;PIK3R1;TLN1;RASGRP1
