Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Pathways in cancer,34/530,0.08230731170477061,1,0,0,1.2830188679245282,3.204077031206266,CAMK2B;FH;NOTCH1;CALML5;MGST3;LAMA3;CUL1;GNAI1;BBC3;MAPK9;MAPK8;CCND2;HEY2;DVL3;IL12B;ELOB;IKBKG;IFNA21;PDGFRB;ARHGEF11;ARNT2;TCF7L2;ARHGEF12;GADD45B;EGF;BAD;NCOA4;VEGFC;BRAF;GNG11;GNG13;CCDC6;BIRC2;NFE2L2
Pertussis,7/76,0.08519720761440963,1,0,0,1.8421052631578945,4.536712195036593,MAPK9;MAPK8;ITGAM;CALML5;IL12B;CD14;GNAI1
Chemokine signaling pathway,14/190,0.09529341492161303,1,0,0,1.4736842105263155,3.4643288387009217,CCR1;CXCL9;NCF1;BAD;CCL3L3;BRAF;WASL;GNG11;GNAI1;GNG13;IKBKG;CCR5;CCL18;CCL16
Acute myeloid leukemia,6/66,0.1114753492102168,1,0,0,1.8181818181818181,3.9890032651653162,TCF7L2;ITGAM;BAD;BRAF;IKBKG;CD14
Primary immunodeficiency,4/37,0.11170784333278796,1,0,0,2.1621621621621623,4.739174827095357,TNFRSF13B;CD8B;IKBKG;CD3D
Dopaminergic synapse,10/131,0.12069941301836666,1,0,0,1.5267175572519083,3.228171013795023,CAMK2B;ATF2;CREB3;MAPK9;MAPK8;CALML5;GNG11;SLC18A1;GNAI1;GNG13
Ras signaling pathway,16/232,0.12111912283622606,1,0,0,1.379310344827586,2.9116975605853206,PDGFRB;NTRK2;RASA4B;CALML5;EGF;BAD;RASGRF2;RASGRF1;PLA2G2A;VEGFC;FOXO4;GNG11;GNG13;MAPK9;MAPK8;IKBKG
Retrograde endocannabinoid signaling,11/148,0.12294341143005108,1,0,0,1.4864864864864864,3.1157219041398476,GABRB2;MAPK9;FAAH;MAPK8;NDUFS3;NDUFA4L2;GABRE;GNG11;GNAI1;GABRG1;GNG13
Staphylococcus aureus infection,6/68,0.12385227423087532,1,0,0,1.7647058823529411,3.685880753701308,HLA-DMA;ITGAM;PTAFR;DSG1;HLA-DRA;FCAR
Focal adhesion,14/199,0.12516246013554705,1,0,0,1.4070351758793969,2.9240198856580637,PDGFRB;EGF;BAD;RASGRF1;LAMA3;VEGFC;BRAF;ARHGAP35;MAPK9;MAPK8;CCND2;ZYX;COL9A2;BIRC2
Adipocytokine signaling pathway,6/69,0.13028256049309653,1,0,0,1.7391304347826086,3.5444341652133744,MAPK9;MAPK8;PRKCQ;IKBKG;ACSL3;ACACB
Fanconi anemia pathway,5/54,0.13177730633611895,1,0,0,1.8518518518518516,3.7530404709585476,TOP3A;REV1;FANCA;PALB2;FAN1
Epstein-Barr virus infection,14/201,0.13245593593097613,1,0,0,1.3930348258706466,2.816027210973453,PSMD11;GADD45B;PSMD14;TNFAIP3;RUNX3;CD3D;MAPK9;HLA-DMA;MAPK8;CCND2;HLA-DRA;IKBKG;TLR2;IFNA21
ErbB signaling pathway,7/85,0.13256322548057173,1,0,0,1.6470588235294117,3.3282044747059696,CAMK2B;MAPK9;MAPK8;ERBB3;EGF;BAD;BRAF
Spliceosome,10/134,0.1342103757903085,1,0,0,1.4925373134328357,2.9975324500882716,RBMXL3;PRPF38B;PRPF6;DDX39B;RBM8A;SRSF4;SNRPD3;PLRG1;SMNDC1;SNRPB
Fatty acid biosynthesis,2/13,0.13537899404817505,1,0,0,3.076923076923077,6.1528525246417765,ACSL3;ACACB
RIG-I-like receptor signaling pathway,6/70,0.13686946768775143,1,0,0,1.7142857142857142,3.4092473107677503,MAPK9;MAPK8;NLRX1;IL12B;IKBKG;IFNA21
Ferroptosis,4/40,0.1379595947094308,1,0,0,2,3.961588857315027,NCOA4;VDAC2;SLC39A8;ACSL3
Maturity onset diabetes of the young,3/26,0.1385193121264188,1,0,0,2.3076923076923075,4.561720443090936,NR5A2;PKLR;GCK
Neurotrophin signaling pathway,9/119,0.141612082259451,1,0,0,1.5126050420168065,2.956634281015857,CAMK2B;MAPK9;NTRK2;MAPK8;CALML5;BAD;RPS6KA1;FRS2;BRAF
Fat digestion and absorption,4/41,0.14721479282726987,1,0,0,1.951219512195122,3.7382684546071134,MOGAT2;NPC1L1;PLA2G2A;CEL
Influenza A,12/171,0.14921456820265613,1,0,0,1.4035087719298245,2.6699929177125634,ATF2;MAPK9;MAPK8;HLA-DMA;NLRX1;NXT1;DDX39B;PABPN1;MX1;IL12B;HLA-DRA;IFNA21
MAPK signaling pathway,19/295,0.15604802559706463,1,0,0,1.2881355932203389,2.3928296807908533,PDGFRB;ATF2;NTRK2;DUSP2;GADD45B;EGF;RASGRF2;RASGRF1;VEGFC;BRAF;MAPK8IP3;DUSP7;MAPK9;MAPK8;DUSP10;ERBB3;RPS6KA1;CD14;IKBKG
Phototransduction,3/28,0.16255339603696525,1,0,0,2.142857142857143,3.893033014692501,CALML5;GUCA1B;PDE6B
Endometrial cancer,5/58,0.16328476821631294,1,0,0,1.7241379310344829,3.1245854451901107,TCF7L2;GADD45B;EGF;BAD;BRAF
Leishmaniasis,6/74,0.1647057705275506,1,0,0,1.6216216216216217,2.924748009429989,HLA-DMA;ITGAM;NCF1;IL12B;HLA-DRA;TLR2
Morphine addiction,7/91,0.17003916876293382,1,0,0,1.5384615384615385,2.725733021512411,GABRB2;GABRE;PDE7A;GNG11;GNAI1;GABRG1;GNG13
Glioma,6/75,0.17201595491043623,1,0,0,1.5999999999999999,2.8162688725816674,PDGFRB;CAMK2B;CALML5;GADD45B;EGF;BRAF
NOD-like receptor signaling pathway,12/178,0.18130858981611203,1,0,0,1.348314606741573,2.302321056168353,PANX1;MAPK9;MAPK8;NLRX1;TRIP6;VDAC2;TNFAIP3;TRPM7;RBCK1;IKBKG;BIRC2;IFNA21
TNF signaling pathway,8/110,0.18515647013830153,1,0,0,1.4545454545454544,2.453169493595112,ATF2;CREB3;MAPK9;MAPK8;TNFAIP3;VEGFC;IKBKG;BIRC2
ABC transporters,4/45,0.18643368284604128,1,0,0,1.7777777777777777,2.98609722860718,ABCA3;ABCA13;ABCC11;ABCG2
Proteasome,4/45,0.18643368284604128,1,0,0,1.7777777777777777,2.98609722860718,PSMD11;PSMA4;PSMD14;PSMA2
Nicotinate and nicotinamide metabolism,3/30,0.1877155615267818,1,0,0,2,3.345654864900365,NT5C;NNMT;NADSYN1
Type II diabetes mellitus,4/46,0.19672429496904084,1,0,0,1.7391304347826086,2.82774269288294,MAPK9;MAPK8;PKLR;GCK
Serotonergic synapse,8/113,0.20436439196106676,1,0,0,1.415929203539823,2.248284096927963,GABRB2;HTR2C;BRAF;GNG11;SLC18A1;RAPGEF3;GNAI1;GNG13
Glycerophospholipid metabolism,7/97,0.21155364258994297,1,0,0,1.4432989690721647,2.241842635816865,CDS1;PLPP4;CHAT;PLA2G2A;LCAT;PNPLA6;CDS2
Prostate cancer,7/97,0.21155364258994297,1,0,0,1.4432989690721647,2.241842635816865,PDGFRB;CREB3;TCF7L2;EGF;BAD;BRAF;IKBKG
FoxO signaling pathway,9/132,0.21541314624406385,1,0,0,1.3636363636363635,2.0934511150206414,MAPK9;MAPK8;CCND2;GADD45B;EGF;PLK2;AGAP2;BRAF;FOXO4
Shigellosis,5/65,0.2245509341987312,1,0,0,1.5384615384615385,2.2979272602185437,MAPK9;MAPK8;RHOG;WASL;IKBKG
Phosphatidylinositol signaling system,7/99,0.2261619520902503,1,0,0,1.414141414141414,2.1021267756043183,CDS1;CALML5;INPP5J;PIP4K2A;PIP4K2B;PI4KB;CDS2
"Neomycin, kanamycin and gentamicin biosynthesis",1/5,0.22623900494711593,1,0,0,4,5.9446531780071785,GCK
Cocaine addiction,4/49,0.22855481299593203,1,0,0,1.6326530612244896,2.4097619846443257,ATF2;CREB3;SLC18A1;GNAI1
Peroxisome,6/83,0.23481354624178025,1,0,0,1.4457831325301203,2.0948869879664898,PRDX5;PEX5L;PEX10;ACSL3;PEX1;ACAA1
Melanogenesis,7/101,0.24110527590989309,1,0,0,1.3861386138613863,1.9718121345751627,CAMK2B;CREB3;TCF7L2;CALML5;TYRP1;DVL3;GNAI1
T cell receptor signaling pathway,7/101,0.24110527590989309,1,0,0,1.3861386138613863,1.9718121345751627,MAPK9;DLG1;CD8B;PRKCQ;IKBKG;PDCD1;CD3D
Long-term potentiation,5/67,0.2431934021901658,1,0,0,1.4925373134328357,2.1102959080752326,CAMK2B;CALML5;RPS6KA1;BRAF;RAPGEF3
Steroid biosynthesis,2/19,0.24527425978553977,1,0,0,2.1052631578947367,2.958691088070133,CEL;HSD17B7
Amphetamine addiction,5/68,0.25266492029805,1,0,0,1.4705882352941175,2.023075137913094,CAMK2B;ATF2;CREB3;CALML5;SLC18A1
Salmonella infection,6/86,0.25999953625691774,1,0,0,1.3953488372093021,1.8796401371099152,MAPK9;MAPK8;CCL3L3;RHOG;WASL;CD14
Renal cell carcinoma,5/69,0.26222604197239524,1,0,0,1.4492753623188406,1.9399252051607478,ARNT2;FH;BAD;ELOB;BRAF
Hippo signaling pathway,10/160,0.27958919759892664,1,0,0,1.25,1.5930423807072653,LATS1;WWTR1;TCF7L2;PATJ;DLG1;CCND2;DVL3;BMP7;BIRC2;BBC3
Cell cycle,8/124,0.28061953631387226,1,0,0,1.2903225806451613,1.639684503717075,FZR1;CCND2;WEE2;PTTG1;GADD45B;CCNH;PTTG2;CUL1
African trypanosomiasis,3/37,0.2816374857336128,1,0,0,1.6216216216216217,2.054812778279635,NPPA;TLR9;IL12B
GABAergic synapse,6/89,0.2858516905884061,1,0,0,1.348314606741573,1.6884703375813395,GABRB2;GABRE;GNG11;GNAI1;GABRG1;GNG13
Th17 cell differentiation,7/107,0.28762785288726417,1,0,0,1.3084112149532707,1.6303952679093834,MAPK9;MAPK8;HLA-DMA;HLA-DRA;PRKCQ;IKBKG;CD3D
Melanoma,5/72,0.2913681345785638,1,0,0,1.3888888888888888,1.712732977852415,PDGFRB;GADD45B;EGF;BAD;BRAF
JAK-STAT signaling pathway,10/162,0.29239705812910793,1,0,0,1.2345679012345678,1.518077299105048,PDGFRB;IL22RA1;CCND2;IL11RA;EGF;IL12B;LIFR;IFNL3;IL22RA2;IFNA21
Legionellosis,4/55,0.2953729340320737,1,0,0,1.4545454545454544,1.773842236930121,ITGAM;IL12B;CD14;TLR2
Allograft rejection,3/38,0.29547545275268733,1,0,0,1.5789473684210524,1.9250044986274375,HLA-DMA;IL12B;HLA-DRA
Insulin resistance,7/108,0.29558593657898286,1,0,0,1.296296296296296,1.5799203089302307,CREB3;MAPK9;MAPK8;RPS6KA1;PRKCQ;TRIB3;ACACB
Human papillomavirus infection,19/330,0.2957633788963102,1,0,0,1.1515151515151516,1.4027706217786984,PDGFRB;TCF7L2;PATJ;NOTCH1;EGF;BAD;LAMA3;MX1;RFNG;TUBG1;CREB3;DLG1;CCND2;HEY2;DVL3;COL9A2;IKBKG;IFNA21;HES4
Human T-cell leukemia virus 1 infection,13/219,0.3021725614056588,1,0,0,1.187214611872146,1.4208074321744444,ATF2;CD3D;CREB3;MAPK9;HLA-DMA;DLG1;MAPK8;CCND2;PTTG1;PTTG2;VDAC2;HLA-DRA;IKBKG
mRNA surveillance pathway,6/91,0.303383440861158,1,0,0,1.3186813186813187,1.5728674181927342,CPSF7;NXT1;DDX39B;RBM8A;PABPN1;MSI1
Pyruvate metabolism,3/39,0.3093526636827237,1,0,0,1.5384615384615385,1.8050359176351607,FH;PKLR;ACACB
RNA transport,10/165,0.3118918000294854,1,0,0,1.2121212121212122,1.4122411467844365,POM121L2;POP7;NXT1;DDX39B;RBM8A;TRNT1;GEMIN7;SMN1;EIF1B;EIF4G2
Purine metabolism,8/129,0.3175386800933424,1,0,0,1.2403100775193798,1.422828702020539,NT5C;DGUOK;PKLR;GMPR2;PRUNE1;GMPR;PDE6B;PDE7A
cGMP-PKG signaling pathway,10/166,0.3184569472861744,1,0,0,1.2048192771084336,1.3786361282680368,OPRD1;ATF2;CREB3;CALML5;BAD;NPPA;VDAC2;PRKG2;GNAI1;GTF2I
Nicotine addiction,3/40,0.3232493972692518,1,0,0,1.4999999999999998,1.693996688892286,GABRB2;GABRE;GABRG1
Relaxin signaling pathway,8/130,0.32503810276627726,1,0,0,1.2307692307692308,1.3831542944535802,ATF2;CREB3;MAPK9;MAPK8;VEGFC;GNG11;GNAI1;GNG13
Transcriptional misregulation in cancer,11/186,0.3274334996806609,1,0,0,1.1827956989247312,1.3205562675579576,ARNT2;CCND2;ITGAM;GADD45B;HPGD;EWSR1;TSPAN7;DOT1L;ASPSCR1;CD14;PROM1
Human cytomegalovirus infection,13/225,0.33622524920065827,1,0,0,1.1555555555555554,1.2595254638494593,CCR1;ARHGEF11;ATF2;ARHGEF12;CALML5;CCL3L3;GNG11;GNAI1;GNG13;CREB3;IKBKG;CCR5;IFNA21
NF-kappa B signaling pathway,6/95,0.33896434675202747,1,0,0,1.263157894736842,1.3665604407859686,GADD45B;TNFAIP3;PRKCQ;IKBKG;CD14;BIRC2
Antigen processing and presentation,5/77,0.34100404859306127,1,0,0,1.2987012987012985,1.397221985795033,CD74;HLA-DMA;CD8B;KIR2DS2;HLA-DRA
Lysine degradation,4/59,0.3411916398273588,1,0,0,1.3559322033898304,1.458048767361736,DOT1L;KMT2B;AASS;CAMKMT
Synaptic vesicle cycle,5/78,0.3510237868632946,1,0,0,1.282051282051282,1.3421811397066412,UNC13B;SLC1A1;AP2A2;SLC18A1;SLC1A7
Circadian entrainment,6/97,0.3569285827398046,1,0,0,1.2371134020618557,1.2744984316239885,CAMK2B;CALML5;PRKG2;GNG11;GNAI1;GNG13
alpha-Linolenic acid metabolism,2/25,0.3576694978288805,1,0,0,1.5999999999999999,1.645033455050064,PLA2G2A;ACAA1
Complement and coagulation cascades,5/79,0.36105764852361333,1,0,0,1.2658227848101267,1.2895160027815111,CPB2;ITGAM;SERPINB2;F9;C6
Type I diabetes mellitus,3/43,0.36487351009848823,1,0,0,1.3953488372093021,1.4067970229812217,HLA-DMA;IL12B;HLA-DRA
Sulfur metabolism,1/9,0.3698097706633484,1,0,0,2.222222222222222,2.2105923086622967,BPNT1
cAMP signaling pathway,12/212,0.3715469955016443,1,0,0,1.1320754716981132,1.120845193360484,CAMK2B;CREB3;MAPK9;MAPK8;CALML5;BAD;NPPA;BRAF;GHRL;TNNI3;RAPGEF3;GNAI1
Progesterone-mediated oocyte maturation,6/99,0.37495373657039877,1,0,0,1.2121212121212122,1.1890334906277922,MAPK9;FZR1;MAPK8;RPS6KA1;BRAF;GNAI1
Insulin signaling pathway,8/137,0.3782278714972952,1,0,0,1.167883211678832,1.1354842982136466,MAPK9;MAPK8;CALML5;PKLR;BAD;BRAF;ACACB;GCK
Inflammatory mediator regulation of TRP channels,6/100,0.38397671632870417,1,0,0,1.2,1.1486080353521109,CAMK2B;MAPK9;MAPK8;CALML5;HTR2C;PRKCQ
Cytosolic DNA-sensing pathway,4/63,0.38719146599357773,1,0,0,1.2698412698412698,1.204871065559935,TREX1;IKBKG;POLR3K;IFNA21
Basal transcription factors,3/45,0.3924009183942127,1,0,0,1.3333333333333333,1.2472949477860094,CCNH;TAF3;GTF2I
Wnt signaling pathway,9/158,0.3930161491766438,1,0,0,1.1392405063291138,1.0639419219166353,CAMK2B;MAPK9;TCF7L2;MAPK8;CCND2;SFRP2;CUL1;DVL3;DKK1
Fluid shear stress and atherosclerosis,8/139,0.39355473032009886,1,0,0,1.1510791366906474,1.0734217379560849,MAPK9;MAPK8;NCF1;CALML5;MGST3;PECAM1;IKBKG;NFE2L2
Synthesis and degradation of ketone bodies,1/10,0.40133341390034794,1,0,0,2,1.8259254820662505,BDH1
Inflammatory bowel disease (IBD),4/65,0.41006047139933866,1,0,0,1.2307692307692308,1.0971700171589474,HLA-DMA;IL12B;HLA-DRA;TLR2
Glucagon signaling pathway,6/103,0.41102972546232486,1,0,0,1.1650485436893203,1.035832709563524,CAMK2B;ATF2;CREB3;CALML5;ACACB;GCK
Butanoate metabolism,2/28,0.4117777723443979,1,0,0,1.4285714285714284,1.2675306609542623,ACSM3;BDH1
Hedgehog signaling pathway,3/47,0.4196120451603213,1,0,0,1.276595744680851,1.1086272722292005,CCND2;CUL1;SPOPL
C-type lectin receptor signaling pathway,6/104,0.4200266801120024,1,0,0,1.1538461538461537,1.0008888988224178,MAPK9;MAPK8;ARHGEF12;CALML5;IL12B;IKBKG
Non-small cell lung cancer,4/66,0.421430857889875,1,0,0,1.2121212121212122,1.0473933978386722,GADD45B;EGF;BAD;BRAF
Necroptosis,9/162,0.4217675606505793,1,0,0,1.111111111111111,0.959223245377778,CAMK2B;MAPK9;MAPK8;VDAC2;TNFAIP3;TRPM7;RBCK1;BIRC2;IFNA21
Hepatitis B,9/163,0.4289504847985568,1,0,0,1.1042944785276072,0.9346900712747971,ATF2;CREB3;MAPK9;MAPK8;BAD;BRAF;IKBKG;IFNA21;TLR2
Amino sugar and nucleotide sugar metabolism,3/48,0.43306631871249,1,0,0,1.25,1.0460805021359667,MPI;NPL;GCK
Intestinal immune network for IgA production,3/48,0.43306631871249,1,0,0,1.25,1.0460805021359667,HLA-DMA;TNFRSF13B;HLA-DRA
Notch signaling pathway,3/48,0.43306631871249,1,0,0,1.25,1.0460805021359667,NOTCH1;DVL3;RFNG
"Parathyroid hormone synthesis, secretion and action",6/106,0.43796290568349927,1,0,0,1.1320754716981132,0.9346653536744506,ARHGEF11;ATF2;CREB3;MMP16;BRAF;GNAI1
Cell adhesion molecules (CAMs),8/145,0.4395232982954594,1,0,0,1.103448275862069,0.9071057129387737,HLA-DMA;ITGAM;CD8B;PECAM1;HLA-DRA;PTPRM;NRXN2;PDCD1
Malaria,3/49,0.44640402063272916,1,0,0,1.2244897959183672,0.987588809585937,TLR9;PECAM1;TLR2
Gap junction,5/88,0.4509193850280069,1,0,0,1.1363636363636362,0.9050757984351353,PDGFRB;EGF;HTR2C;PRKG2;GNAI1
Renin secretion,4/69,0.45518892642326336,1,0,0,1.1594202898550725,0.9125133023815558,CALML5;NPPA;PRKG2;GNAI1
Cholesterol metabolism,3/50,0.4596144044474325,1,0,0,1.2,0.9328408706750739,PCSK9;VDAC2;LCAT
Asthma,2/31,0.46353362563600886,1,0,0,1.2903225806451613,0.9920985153401862,HLA-DMA;HLA-DRA
Mucin type O-glycan biosynthesis,2/31,0.46353362563600886,1,0,0,1.2903225806451613,0.9920985153401862,GALNT7;GALNT15
Prolactin signaling pathway,4/70,0.4662992293725246,1,0,0,1.1428571428571428,0.8719174032140833,MAPK9;MAPK8;CCND2;GCK
Amyotrophic lateral sclerosis (ALS),3/51,0.47268752481329424,1,0,0,1.176470588235294,0.881553803378603,BAD;NEFL;NEFM
Mineral absorption,3/51,0.47268752481329424,1,0,0,1.176470588235294,0.881553803378603,MT1M;TRPM7;ATOX1
Propanoate metabolism,2/32,0.4801831856912929,1,0,0,1.25,0.9169845137852034,BCKDHB;ACACB
Non-homologous end-joining,1/13,0.48676267554205266,1,0,0,1.5384615384615385,1.107659375220991,POLL
Cholinergic synapse,6/112,0.49101551898111034,1,0,0,1.0714285714285714,0.7620852265724269,CAMK2B;CREB3;CHAT;GNG11;GNAI1;GNG13
Leukocyte transendothelial migration,6/112,0.49101551898111034,1,0,0,1.0714285714285714,0.7620852265724269,ITGAM;NCF1;PECAM1;ARHGAP35;RAPGEF3;GNAI1
Vascular smooth muscle contraction,7/132,0.49185149962456454,1,0,0,1.0606060606060606,0.7525831919041477,ARHGEF11;ARHGEF12;CALML5;NPPA;PLA2G2A;PRKCQ;BRAF
Phagosome,8/152,0.49250496644326186,1,0,0,1.0526315789473684,0.7455270887074559,HLA-DMA;ITGAM;NCF1;STX18;HLA-DRA;CD14;FCAR;TLR2
Base excision repair,2/33,0.496510840077104,1,0,0,1.2121212121212122,0.8486666215153239,LIG1;POLL
Autoimmune thyroid disease,3/53,0.498386049960954,1,0,0,1.1320754716981132,0.788355058353472,HLA-DMA;HLA-DRA;IFNA21
Cytokine-cytokine receptor interaction,15/294,0.5057205436751088,1,0,0,1.0204081632653061,0.6956847423340725,CCR1;CXCL9;TNFRSF13B;IL11RA;CCL3L3;LIFR;BMP7;IL22RA1;IL12B;TNFSF9;CCR5;CCL18;IFNL3;CCL16;IFNA21
Inositol phosphate metabolism,4/74,0.5098528753630284,1,0,0,1.0810810810810811,0.7282519724998587,INPP5J;PIP4K2A;PIP4K2B;PI4KB
PPAR signaling pathway,4/74,0.5098528753630284,1,0,0,1.0810810810810811,0.7282519724998587,UBC;ACSL3;ACAA1;CYP8B1
Thyroid hormone synthesis,4/74,0.5098528753630284,1,0,0,1.0810810810810811,0.7282519724998587,ATF2;CREB3;GPX6;TTF1
SNARE interactions in vesicular transport,2/34,0.5125071338352726,1,0,0,1.176470588235294,0.7864007628092599,STX18;VTI1A
Cushing syndrome,8/155,0.5147966059985056,1,0,0,1.032258064516129,0.6854022153666004,CAMK2B;ATF2;CREB3;TCF7L2;FH;DVL3;BRAF;GNAI1
Regulation of lipolysis in adipocytes,3/55,0.5234350892650081,1,0,0,1.0909090909090908,0.706191545588209,NPPA;PRKG2;GNAI1
Amoebiasis,5/96,0.5278178232072942,1,0,0,1.0416666666666667,0.6656292568931363,ITGAM;LAMA3;IL12B;CD14;TLR2
Prion diseases,2/35,0.5281643594916885,1,0,0,1.1428571428571428,0.7295402934851642,NOTCH1;C6
Chronic myeloid leukemia,4/76,0.531017425175643,1,0,0,1.0526315789473684,0.666274150005563,GADD45B;BAD;BRAF;IKBKG
Aldosterone synthesis and secretion,5/98,0.5463079186398003,1,0,0,1.0204081632653061,0.616910723108701,CAMK2B;ATF2;CREB3;CALML5;NPPA
Pyrimidine metabolism,3/57,0.5477812798713707,1,0,0,1.0526315789473684,0.6335570484502631,NT5C;DUT;UMPS
Alcoholism,9/180,0.5483170890648543,1,0,0,1,0.6009015296953345,ATF2;CREB3;NTRK2;CALML5;BRAF;GNG11;SLC18A1;GNAI1;GNG13
Choline metabolism in cancer,5/99,0.5554224977737025,1,0,0,1.01010101010101,0.5939658561566864,PDGFRB;MAPK9;MAPK8;EGF;WASL
HIF-1 signaling pathway,5/100,0.5644459548061124,1,0,0,1,0.5719106399118082,CAMK2B;EGF;NPPA;ELOB;TIMP1
Viral myocarditis,3/59,0.5713815260202666,1,0,0,1.0169491525423728,0.5691845296161483,HLA-DMA;HLA-DRA;EIF4G2
Apoptosis,7/143,0.5772906093016131,1,0,0,0.979020979020979,0.5378834105474285,MAPK9;MAPK8;GADD45B;BAD;IKBKG;BIRC2;BBC3
Primary bile acid biosynthesis,1/17,0.5820286217003197,1,0,0,1.176470588235294,0.6367478285654856,CYP8B1
Long-term depression,3/60,0.5828910435264506,1,0,0,1,0.5397549994176116,PRKG2;BRAF;GNAI1
Protein processing in endoplasmic reticulum,8/165,0.5863836234120163,1,0,0,0.9696969696969696,0.5176058726133539,ATXN3L;MAPK9;MAPK8;RPN1;CUL1;DERL2;MAN1B1;NFE2L2
Kaposi sarcoma-associated herpesvirus infection,9/186,0.5881731059429235,1,0,0,0.9677419354838709,0.5136135256915574,CCR1;MAPK9;MAPK8;CALML5;IKBKG;CCR5;GNG11;IFNA21;GNG13
Adrenergic signaling in cardiomyocytes,7/145,0.5920854218584392,1,0,0,0.9655172413793103,0.5060317966611959,CAMK2B;ATF2;CREB3;CALML5;TNNI3;RAPGEF3;GNAI1
Glycerolipid metabolism,3/61,0.5942021207725078,1,0,0,0.9836065573770492,0.5120023739386589,PLPP4;MOGAT2;CEL
Oocyte meiosis,6/125,0.5991206229248341,1,0,0,0.96,0.4918006342162246,CAMK2B;CALML5;PTTG1;PTTG2;RPS6KA1;CUL1
Taste transduction,4/83,0.6012622374752512,1,0,0,0.963855421686747,0.4903364861494962,TAS2R42;SCNN1A;P2RY1;GNG13
Breast cancer,7/147,0.6066150016024487,1,0,0,0.9523809523809523,0.4760580508568352,TCF7L2;NOTCH1;GADD45B;EGF;HEY2;DVL3;BRAF
Bladder cancer,2/41,0.6147400385913487,1,0,0,0.975609756097561,0.47468858733322344,EGF;BRAF
Graft-versus-host disease,2/41,0.6147400385913487,1,0,0,0.975609756097561,0.47468858733322344,HLA-DMA;HLA-DRA
Homologous recombination,2/41,0.6147400385913487,1,0,0,0.975609756097561,0.47468858733322344,TOP3A;PALB2
Basal cell carcinoma,3/63,0.6162178817161523,1,0,0,0.9523809523809523,0.4610996894309503,TCF7L2;GADD45B;DVL3
Pantothenate and CoA biosynthesis,1/19,0.6228154838888618,1,0,0,1.0526315789473684,0.4984262922061619,VNN2
Insulin secretion,4/86,0.6293463661035574,1,0,0,0.9302325581395349,0.4307660579611482,CAMK2B;ATF2;CREB3;GCK
Regulation of actin cytoskeleton,10/214,0.6321038426069175,1,0,0,0.9345794392523363,0.42869307514954197,PDGFRB;ITGAM;ARHGEF12;EGF;TMSB4Y;PIP4K2A;PIP4K2B;BRAF;WASL;ARHGAP35
Mitophagy,3/65,0.6374113112791769,1,0,0,0.9230769230769231,0.41569858263660475,MAPK9;MAPK8;CITED2
Fatty acid degradation,2/44,0.6532378269725155,1,0,0,0.9090909090909091,0.38710364483347576,ACSL3;ACAA1
