Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
regulation of erythrocyte differentiation (GO:0045646),5/32,0.020257193169988103,1,0,0,3.125,12.185141656980141,STAT5B;SPI1;MAFB;STAT3;INHBA
unsaturated fatty acid metabolic process (GO:0033559),6/44,0.021431508882189775,1,0,0,2.727272727272727,10.480617442273918,CYP2J2;AWAT1;GSTP1;GSTA1;ALOX12B;ALOX12
peripheral nervous system development (GO:0007422),4/22,0.022111430851613167,1,0,0,3.6363636363636362,13.860583894809807,ALDH3A2;ADGRB1;NF1;PMP22
regulation of glucose import in response to insulin stimulus (GO:2001273),3/13,0.02446267254220388,1,0,0,4.615384615384615,17.125877967461363,OSBPL8;RARRES2;PIK3R1
myelination in peripheral nervous system (GO:0022011),3/13,0.02446267254220388,1,0,0,4.615384615384615,17.125877967461363,NF1;NCMAP;SOD1
dicarboxylic acid catabolic process (GO:0043649),3/13,0.02446267254220388,1,0,0,4.615384615384615,17.125877967461363,GAD1;ASPA;ACOT4
prostanoid biosynthetic process (GO:0046457),3/13,0.02446267254220388,1,0,0,4.615384615384615,17.125877967461363,PTGIS;EDN2;MIF
regulation of alcohol biosynthetic process (GO:1902930),5/34,0.02579993741840051,1,0,0,2.941176470588235,10.757009449120288,SEC14L2;HMGCS1;VDR;NFYB;LSS
cellular response to oxidative stress (GO:0034599),11/115,0.029044235960308994,1,0,0,1.9130434782608696,6.770136967977921,PRDX5;GSTP1;SESN2;PXMP2;GPX5;LONP1;HTRA2;CYBA;WNT16;FOXO1;SOD1
intrinsic apoptotic signaling pathway (GO:0097193),10/101,0.029580473987330068,1,0,0,1.9801980198019802,6.971565936466181,HINT1;CEBPB;APAF1;IFI16;CUL1;HTRA2;CIDEB;ZNF346;HIC1;POU4F2
establishment of mitotic spindle orientation (GO:0000132),3/14,0.030000982735417972,1,0,0,4.285714285714286,15.027964885753896,DCTN1;NDE1;NDEL1
Ras protein signal transduction (GO:0007265),18/223,0.03133798758559126,1,0,0,1.6143497757847531,5.590370996952428,DBNL;RAB39B;RABL2B;USP28;DNAJC27;CRKL;RND1;CCNA2;PAK1;RAB31;GRAP2;ELMO1;NF1;PAK6;ZNF304;CTNNAL1;PAK5;LAT
protein K48-linked ubiquitination (GO:0070936),6/48,0.0315323243147388,1,0,0,2.5,8.641855226449724,UBE2D4;ARIH2;RNF6;UBE2A;UBE2G2;RNF152
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630),6/48,0.0315323243147388,1,0,0,2.5,8.641855226449724,IFI16;BCL3;HTRA2;CIDEB;USP28;HIC1
sphingosine-1-phosphate signaling pathway (GO:0003376),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,SPNS3;SPNS1
vitamin A metabolic process (GO:0006776),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,RBP2;RPE65
negative regulation of keratinocyte differentiation (GO:0045617),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,CDSN;HOXA7
negative regulation of translation in response to stress (GO:0032055),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,RBM4;SESN2
protein retention in ER lumen (GO:0006621),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,RER1;GPAA1
negative regulation of stress-activated protein kinase signaling cascade (GO:0070303),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,GSTP1;FOXO1
negative regulation of cell size (GO:0045792),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,DEPTOR;AKT1S1
photoreceptor cell differentiation (GO:0046530),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,STAT3;MAPRE2
regulation of glial cell differentiation (GO:0045685),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,SLC45A3;NF1
white fat cell differentiation (GO:0050872),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,PER2;ADIG
cellular response to cold (GO:0070417),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,NFKBIA;FOXO1
regulation of t-circle formation (GO:1904429),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,RTEL1;ERCC1
nervous system development (GO:0007399),32/455,0.033212306304587116,1,0,0,1.4065934065934065,4.789218180102484,HDAC4;CHRNA3;DCTN1;GSTP1;ZC4H2;DLX6;NAB2;NRXN2;HAPLN3;GBA2;ESS2;HAPLN2;FXR2;DPYSL2;SALL4;PCDHA9;NDUFV2;GPM6B;NOM1;DBNL;APAF1;STAT3;LSAMP;INHBA;ALDH3A2;FGF17;MAFB;ADGRB1;NF1;PMP22;RBM45;NAIP
regulation of actin filament-based process (GO:0032970),7/62,0.03449145783432962,1,0,0,2.258064516129032,7.6030016426619955,EPHA5;MLST8;ARHGEF19;RICTOR;GRHL3;GPM6B;RND1
positive regulation of multi-organism process (GO:0043902),5/37,0.03578300819815846,1,0,0,2.7027027027027026,9.000762512391741,MVB12A;CYBA;INHBA;LHFPL2;BMP6
phosphatidylethanolamine biosynthetic process (GO:0006646),3/15,0.03614002285058795,1,0,0,4,13.281417446154263,PCYT2;LPIN2;ETNPPL
negative regulation of TORC1 signaling (GO:1904262),3/15,0.03614002285058795,1,0,0,4,13.281417446154263,SPAAR;SESN2;RNF152
positive regulation of cellular response to insulin stimulus (GO:1900078),3/15,0.03614002285058795,1,0,0,4,13.281417446154263,OSBPL8;RARRES2;PIK3R1
inhibition of cysteine-type endopeptidase activity (GO:0097340),3/15,0.03614002285058795,1,0,0,4,13.281417446154263,BCL2L12;CARD18;NAIP
translational elongation (GO:0006414),10/105,0.03726634023995018,1,0,0,1.9047619047619047,6.266028126060623,EEF2K;NEMF;MRPS2;GTPBP2;MRPL12;MRPL13;MRPL24;MRPS5;MRPL54;MRPL44
positive regulation of cyclin-dependent protein kinase activity (GO:1904031),4/26,0.038635239533284925,1,0,0,3.076923076923077,10.01104762372913,CCNT2;CCND2;CCNH;CKS1B
fat-soluble vitamin metabolic process (GO:0006775),4/26,0.038635239533284925,1,0,0,3.076923076923077,10.01104762372913,CBR1;RBP2;VDR;RPE65
negative regulation of DNA recombination (GO:0045910),3/16,0.04287015534900723,1,0,0,3.75,11.81092265495912,RTEL1;HELB;POLK
negative regulation of lipid storage (GO:0010888),3/16,0.04287015534900723,1,0,0,3.75,11.81092265495912,NFKBIA;OSBPL8;NR1H2
acyl-CoA metabolic process (GO:0006637),5/39,0.04359375073529034,1,0,0,2.564102564102564,8.032926847844928,ACSM3;HMGCS1;ACSL6;GLYAT;ACOT4
regulation of double-strand break repair via homologous recombination (GO:0010569),4/27,0.04362093265098386,1,0,0,2.962962962962963,9.280646332348267,RTEL1;HELB;POLK;SPIDR
microtubule polymerization (GO:0046785),4/27,0.04362093265098386,1,0,0,2.962962962962963,9.280646332348267,TUBGCP2;NDE1;RANBP9;NDEL1
"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000467)",2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,EXOSC7;ERI1
exonucleolytic trimming involved in rRNA processing (GO:0000459),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,EXOSC7;ERI1
pri-miRNA transcription from RNA polymerase II promoter (GO:0061614),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,FOSL1;SPI1
melanocyte differentiation (GO:0030318),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,MITF;HPS6
attachment of GPI anchor to protein (GO:0016255),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,PGAP1;GPAA1
activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c (GO:0008635),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,APAF1;CASP3
positive regulation of gastrulation (GO:2000543),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,OSR1;OTX2
spindle assembly (GO:0051225),8/80,0.046246853342135685,1,0,0,2,6.147523706367922,GOLGA8CP;TUBGCP2;RCC1;ABRAXAS2;HAUS5;GOLGA8O;NAIP;GOLGA2P5
negative regulation of TOR signaling (GO:0032007),5/40,0.04785273553053826,1,0,0,2.5,7.599067484612446,SPAAR;DEPTOR;SESN2;AKT1S1;RNF152
regulation of cholesterol biosynthetic process (GO:0045540),5/40,0.04785273553053826,1,0,0,2.5,7.599067484612446,SEC14L2;HMGCS1;NFYB;LSS;SOD1
protein K11-linked ubiquitination (GO:0070979),4/28,0.04895013769244342,1,0,0,2.8571428571428568,8.619865991683946,UBE2D4;UBE2A;ANAPC10;ANAPC11
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079),7/67,0.04938993805127162,1,0,0,2.08955223880597,6.285391018194011,HHEX;CCNT2;CCND2;CCNH;GTF2H1;CKS1B;CDKN3
negative regulation of telomere maintenance (GO:0032205),3/17,0.05017800549335433,1,0,0,3.5294117647058822,10.56062995015536,RTEL1;TNKS2;ERCC1
defense response to fungus (GO:0050832),3/17,0.05017800549335433,1,0,0,3.5294117647058822,10.56062995015536,RARRES2;RNASE8;S100A12
positive regulation of telomere capping (GO:1904355),3/17,0.05017800549335433,1,0,0,3.5294117647058822,10.56062995015536,RTEL1;TNKS2;PNKP
regulation of cholesterol metabolic process (GO:0090181),5/41,0.05234904272896249,1,0,0,2.4390243902439024,7.194686897103624,SEC14L2;HMGCS1;NFYB;NR1H4;LSS
sulfur amino acid catabolic process (GO:0000098),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,CBS;PCYOX1
negative regulation of anion transmembrane transport (GO:1903960),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,TCAF2;OSR1
protein K6-linked ubiquitination (GO:0085020),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,UBE2D4;RNF6
TORC1 signaling (GO:0038202),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,AKT1S1;MLST8
basement membrane organization (GO:0071711),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,FLRT2;CTSS
regulation of peroxisome proliferator activated receptor signaling pathway (GO:0035358),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,PTGIS;PLIN5
succinate metabolic process (GO:0006105),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,STAT5B;GAD1
kidney mesenchyme development (GO:0072074),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,BASP1;OSR1
negative regulation of double-strand break repair via homologous recombination (GO:2000042),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,HELB;POLK
establishment of mitotic spindle localization (GO:0040001),3/18,0.058047017485584544,1,0,0,3.333333333333333,9.488339835095955,DCTN1;NDE1;NDEL1
regulation of epithelial cell differentiation (GO:0030856),3/18,0.058047017485584544,1,0,0,3.333333333333333,9.488339835095955,CEBPB;OSR1;FOXN1
positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737),4/30,0.06063113352204076,1,0,0,2.6666666666666665,7.474524702251736,CCNT2;CCND2;CCNH;CKS1B
"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)",3/19,0.06645795649124922,1,0,0,3.157894736842105,8.561639256247336,EXOSC7;ERI1;RPS21
positive regulation of oxidoreductase activity (GO:0051353),3/19,0.06645795649124922,1,0,0,3.157894736842105,8.561639256247336,EDN2;FTMT;VDR
regulation of steroid biosynthetic process (GO:0050810),5/44,0.06726261217595207,1,0,0,2.2727272727272725,6.134433491895637,SEC14L2;HMGCS1;NFYB;NR1H4;LSS
negative regulation of circadian rhythm (GO:0042754),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,PER2;CRY1
negative regulation of leukocyte chemotaxis (GO:0002689),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,PADI2;MIF
vacuolar proton-transporting V-type ATPase complex assembly (GO:0070072),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,VMA21;ALDOB
response to UV-C (GO:0010225),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,BCL3;POLH
positive regulation of protein maturation (GO:1903319),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,CCBE1;TNP2
positive regulation of triglyceride biosynthetic process (GO:0010867),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,NR1H2;PLIN5
microtubule anchoring at centrosome (GO:0034454),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,DCTN1;HOOK3
long-chain fatty acid biosynthetic process (GO:0042759),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,ALOX12B;ALOX12
regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001267),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,HTRA2;ST18
negative regulation of protein exit from endoplasmic reticulum (GO:0070862),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,INSIG1;UBE2G2
positive regulation of phosphorylation of RNA polymerase II C-terminal domain (GO:1901409),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,CCNT2;CCNH
podosome assembly (GO:0071800),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,DBNL;NCF1B
flavonoid glucuronidation (GO:0052696),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,UGT1A1;UGT1A6
negative regulation of lipid localization (GO:1905953),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,NFKBIA;NR1H2
negative regulation of transcription by competitive promoter binding (GO:0010944),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,HHEX;DACH1
proton-transporting V-type ATPase complex assembly (GO:0070070),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,VMA21;ALDOB
histone phosphorylation (GO:0016572),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,CCNA2;NEK11
oxoacid metabolic process (GO:0043436),4/32,0.07364989211173907,1,0,0,2.5,6.521081502381298,SULT1C2;SULT1B1;MIF;HS3ST4
positive regulation of telomere maintenance (GO:0032206),4/32,0.07364989211173907,1,0,0,2.5,6.521081502381298,RTEL1;TNKS2;PNKP;ERCC1
negative regulation of cyclase activity (GO:0031280),3/20,0.07538936106098607,1,0,0,2.9999999999999996,7.755267341732064,GRM3;GABBR2;HRH4
phosphatidylethanolamine metabolic process (GO:0046337),3/20,0.07538936106098607,1,0,0,2.9999999999999996,7.755267341732064,PCYT2;LPIN2;ETNPPL
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771),3/20,0.07538936106098607,1,0,0,2.9999999999999996,7.755267341732064,IFI16;BCL3;USP28
Arp2/3 complex-mediated actin nucleation (GO:0034314),3/20,0.07538936106098607,1,0,0,2.9999999999999996,7.755267341732064,ACTR2;ARPC1B;WHAMM
growth hormone receptor signaling pathway (GO:0060396),3/20,0.07538936106098607,1,0,0,2.9999999999999996,7.755267341732064,STAT5B;STAT3;PIK3R1
negative regulation of adenylate cyclase activity (GO:0007194),3/20,0.07538936106098607,1,0,0,2.9999999999999996,7.755267341732064,GRM3;GABBR2;HRH4
negative regulation of interferon-gamma production (GO:0032689),3/20,0.07538936106098607,1,0,0,2.9999999999999996,7.755267341732064,NR1H4;XCL1;INHBA
entrainment of circadian clock by photoperiod (GO:0043153),3/20,0.07538936106098607,1,0,0,2.9999999999999996,7.755267341732064,PER2;RBM4;CRY1
mitotic spindle organization (GO:0007052),7/74,0.07622483813171252,1,0,0,1.8918918918918919,4.869858207482098,TUBGCP2;STMN1;SBDS;RCC1;ABRAXAS2;NAIP;SPC25
macromolecular complex assembly (GO:0065003),10/120,0.07801496455589842,1,0,0,1.6666666666666665,4.251424362355472,CARD10;KMT2A;TUBGCP2;GPAA1;TSPAN4;GEMIN5;RANBP9;MITF;OTX2;MDM4
icosanoid metabolic process (GO:0006690),5/46,0.07838227433911542,1,0,0,2.1739130434782608,5.535124934351927,CYP2J2;PTGIS;AWAT1;ALOX12B;ALOX12
regulation of actin cytoskeleton organization (GO:0032956),7/75,0.08063866676431897,1,0,0,1.8666666666666667,4.699850414889133,EPHA5;MLST8;ARHGEF19;RICTOR;GRHL3;GPM6B;RND1
establishment of spindle orientation (GO:0051294),3/21,0.08481794993785322,1,0,0,2.8571428571428568,7.049280242253078,DCTN1;NDE1;NDEL1
protein O-linked glycosylation via threonine (GO:0018243),3/21,0.08481794993785322,1,0,0,2.8571428571428568,7.049280242253078,GALNT14;GALNT2;GALNT10
negative regulation of cAMP biosynthetic process (GO:0030818),3/21,0.08481794993785322,1,0,0,2.8571428571428568,7.049280242253078,GRM3;GABBR2;HRH4
photoperiodism (GO:0009648),3/21,0.08481794993785322,1,0,0,2.8571428571428568,7.049280242253078,PER2;RBM4;CRY1
negative regulation of cell cycle arrest (GO:0071157),3/21,0.08481794993785322,1,0,0,2.8571428571428568,7.049280242253078,HSP90AB1;CDK4;MIF
positive regulation of cellular protein metabolic process (GO:0032270),8/91,0.08495438234807376,1,0,0,1.7582417582417582,4.335192694176877,NFKBIA;FXR2;IST1;NR1H2;BCL3;PYM1;INHBA;TBC1D10A
hemopoiesis (GO:0030097),7/76,0.08519720761440963,1,0,0,1.8421052631578945,4.536712195036593,KMT2A;IFI16;ARMC6;PGM3;AHSP;INHBA;RUNX2
cellular response to growth hormone stimulus (GO:0071378),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,STAT3;PIK3R1
cellular biogenic amine metabolic process (GO:0006576),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,SULT1B1;SMS
"regulation of DNA-templated transcription, initiation (GO:2000142)",2/10,0.08609691405925976,1,0,0,4,9.809126838186547,FOSL1;MITF
creatine metabolic process (GO:0006600),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,CKMT2;STAT5B
DNA dealkylation involved in DNA repair (GO:0006307),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,ALKBH2;ASCC1
positive regulation of fertilization (GO:1905516),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,LHFPL2;ZP4
positive regulation of reproductive process (GO:2000243),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,INHBA;LHFPL2
DNA dealkylation (GO:0035510),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,ALKBH2;ASCC1
protein-cofactor linkage (GO:0018065),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,SDHAF2;GAD1
telomere maintenance via recombination (GO:0000722),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,SNRNP40;ERCC1
negative regulation of embryonic development (GO:0045992),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,LFNG;FUZ
regulation of double-strand break repair (GO:2000779),4/34,0.08796002427126849,1,0,0,2.352941176470588,5.719700793788988,RTEL1;HELB;SLF1;SPIDR
positive regulation of leukocyte migration (GO:0002687),4/34,0.08796002427126849,1,0,0,2.352941176470588,5.719700793788988,EDN2;TNFRSF18;XCL1;CXCL3
positive regulation of telomere maintenance via telomere lengthening (GO:1904358),4/34,0.08796002427126849,1,0,0,2.352941176470588,5.719700793788988,RTEL1;TNKS2;PNKP;FBXO4
anterior/posterior pattern specification (GO:0009952),4/34,0.08796002427126849,1,0,0,2.352941176470588,5.719700793788988,HHEX;CDX4;CDX2;BASP1
cellular protein catabolic process (GO:0044257),6/62,0.08873881335310585,1,0,0,1.9354838709677418,4.687854010251747,RNF123;LONP1;HTRA2;CTSW;UBE2G2;CTSS
cell cycle G1/S phase transition (GO:0044843),8/92,0.08919814687860968,1,0,0,1.7391304347826086,4.20329567741818,CCNA2;CCNH;CDK4;CUL1;RCC1;INHBA;CRLF3;CDKN3
cellular macromolecule catabolic process (GO:0044265),5/48,0.0904238200779985,1,0,0,2.0833333333333335,5.006765728864707,EXOSC7;RNASET2;HTRA2;UBE2G2;DIS3L2
regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030947),3/22,0.09471898702745883,1,0,0,2.727272727272727,6.427747642616689,HHEX;MMRN2;EPN2
sulfur amino acid metabolic process (GO:0000096),3/22,0.09471898702745883,1,0,0,2.727272727272727,6.427747642616689,CBS;SMS;PCYOX1
histone lysine methylation (GO:0034968),3/22,0.09471898702745883,1,0,0,2.727272727272727,6.427747642616689,KMT2A;SETDB2;DPY30
positive regulation of erythrocyte differentiation (GO:0045648),3/22,0.09471898702745883,1,0,0,2.727272727272727,6.427747642616689,STAT5B;STAT3;INHBA
negative regulation of sprouting angiogenesis (GO:1903671),3/22,0.09471898702745883,1,0,0,2.727272727272727,6.427747642616689,CARD10;MMRN2;EPN2
protein O-linked glycosylation via serine (GO:0018242),3/22,0.09471898702745883,1,0,0,2.727272727272727,6.427747642616689,GALNT14;GALNT2;GALNT10
negative regulation of lyase activity (GO:0051350),3/22,0.09471898702745883,1,0,0,2.727272727272727,6.427747642616689,GRM3;GABBR2;HRH4
RNA metabolic process (GO:0016070),14/191,0.09837144633280481,1,0,0,1.4659685863874343,3.3995880368694835,LIG1;DQX1;RNASET2;LSM1;DDX31;MRPL44;DHX40;HNRNPL;EXOSC7;LSM8;RBM4;HELB;SNRNP40;DIS3L2
isotype switching (GO:0045190),2/11,0.10185083146627981,1,0,0,3.6363636363636362,8.306348991662196,CCR6;HSPD1
L-phenylalanine metabolic process (GO:0006558),2/11,0.10185083146627981,1,0,0,3.6363636363636362,8.306348991662196,QDPR;ASRGL1
L-phenylalanine catabolic process (GO:0006559),2/11,0.10185083146627981,1,0,0,3.6363636363636362,8.306348991662196,QDPR;ASRGL1
interleukin-27-mediated signaling pathway (GO:0070106),2/11,0.10185083146627981,1,0,0,3.6363636363636362,8.306348991662196,STAT3;EBI3
microtubule anchoring at microtubule organizing center (GO:0072393),2/11,0.10185083146627981,1,0,0,3.6363636363636362,8.306348991662196,DCTN1;HOOK3
regulation of lipid kinase activity (GO:0043550),2/11,0.10185083146627981,1,0,0,3.6363636363636362,8.306348991662196,RBL1;PIK3R1
positive regulation of superoxide anion generation (GO:0032930),2/11,0.10185083146627981,1,0,0,3.6363636363636362,8.306348991662196,GSTP1;SOD1
xenobiotic glucuronidation (GO:0052697),2/11,0.10185083146627981,1,0,0,3.6363636363636362,8.306348991662196,UGT1A1;UGT1A6
protein localization to pre-autophagosomal structure (GO:0034497),2/11,0.10185083146627981,1,0,0,3.6363636363636362,8.306348991662196,PACS2;ATG9A
cellular response to interferon-beta (GO:0035458),2/11,0.10185083146627981,1,0,0,3.6363636363636362,8.306348991662196,HTRA2;UBE2G2
positive regulation of fatty acid biosynthetic process (GO:0045723),2/11,0.10185083146627981,1,0,0,3.6363636363636362,8.306348991662196,SLC45A3;NR1H2
metanephric mesenchyme development (GO:0072075),2/11,0.10185083146627981,1,0,0,3.6363636363636362,8.306348991662196,BASP1;OSR1
carbohydrate phosphorylation (GO:0046835),2/11,0.10185083146627981,1,0,0,3.6363636363636362,8.306348991662196,IPPK;IDNK
inhibition of cysteine-type endopeptidase activity involved in apoptotic process (GO:1990001),2/11,0.10185083146627981,1,0,0,3.6363636363636362,8.306348991662196,BCL2L12;NAIP
cyclooxygenase pathway (GO:0019371),2/11,0.10185083146627981,1,0,0,3.6363636363636362,8.306348991662196,CBR1;PTGIS
