Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
positive regulation of smooth muscle contraction (GO:0045987),3/14,0.030000982735417972,1,0,0,4.285714285714286,15.027964885753896,MYOCD;CTTN;GPER1
protein acylation (GO:0043543),5/36,0.032227243715029656,1,0,0,2.7777777777777777,9.541508627909957,ABHD17B;KAT6A;ZDHHC5;ZDHHC12;LACRT
actin polymerization or depolymerization (GO:0008154),5/36,0.032227243715029656,1,0,0,2.7777777777777777,9.541508627909957,CAP1;GSN;DSTN;WASF3;TTC17
organic hydroxy compound transport (GO:0015850),5/36,0.032227243715029656,1,0,0,2.7777777777777777,9.541508627909957,SLCO1B1;STARD5;SLC10A1;SLCO1B3;SLC27A5
transmembrane receptor protein tyrosine phosphatase signaling pathway (GO:0007185),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,FRS2;PTPRF
negative regulation of chromosome organization (GO:2001251),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,TOP2A;ERCC4
vitamin K metabolic process (GO:0042373),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,VKORC1;CBR1
cellular response to monoamine stimulus (GO:0071868),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,GNG2;DRD1
glomerular epithelial cell differentiation (GO:0072311),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,PTPRO;PROM1
renal filtration cell differentiation (GO:0061318),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,PTPRO;PROM1
centromeric sister chromatid cohesion (GO:0070601),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,NAA50;BUB1
GDP-mannose metabolic process (GO:0019673),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,GMPPB;GMDS
response to catecholamine (GO:0071869),2/6,0.032750693472061776,1,0,0,6.666666666666666,22.792207616037423,GNG2;DRD1
neutral amino acid transport (GO:0015804),4/25,0.03399335307152362,1,0,0,3.1999999999999997,10.821088868398542,SLC1A1;SLC1A4;SLC6A20;SLC38A5
response to amyloid-beta (GO:1904645),4/25,0.03399335307152362,1,0,0,3.1999999999999997,10.821088868398542,CACNB1;EPHA4;CACNA1A;PSEN1
positive regulation of leukocyte mediated cytotoxicity (GO:0001912),4/25,0.03399335307152362,1,0,0,3.1999999999999997,10.821088868398542,KLRK1;STAP1;RASGRP1;HLA-E
L-amino acid transport (GO:0015807),4/25,0.03399335307152362,1,0,0,3.1999999999999997,10.821088868398542,SLC1A1;SLC1A4;SLC6A20;SLC38A5
signal transduction in response to DNA damage (GO:0042770),4/25,0.03399335307152362,1,0,0,3.1999999999999997,10.821088868398542,MAD2L2;USP10;GADD45A;MDM4
"nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)",5/37,0.03578300819815846,1,0,0,2.7027027027027026,9.000762512391741,PCNA;ERCC3;RFC2;ERCC4;GTF2H3
"phototransduction, visible light (GO:0007603)",3/15,0.03614002285058795,1,0,0,4,13.281417446154263,RHO;PDE6A;CNGB1
substrate-dependent cell migration (GO:0006929),3/15,0.03614002285058795,1,0,0,4,13.281417446154263,NRP1;ANKS1A;NTN1
cardiac muscle cell differentiation (GO:0055007),3/15,0.03614002285058795,1,0,0,4,13.281417446154263,KDM6B;MYOCD;NKX2-5
fatty acid beta-oxidation using acyl-CoA dehydrogenase (GO:0033539),3/15,0.03614002285058795,1,0,0,4,13.281417446154263,GCDH;ACOX2;ETFB
establishment of protein localization to endoplasmic reticulum (GO:0072599),3/15,0.03614002285058795,1,0,0,4,13.281417446154263,SEC61G;RAB3GAP2;SRP68
DNA replication (GO:0006260),11/120,0.03797813093409151,1,0,0,1.833333333333333,5.996365442200597,POLA2;RMI2;RFC2;ERCC4;TREX1;TOP1MT;CDK1;TNFAIP1;BRCA1;ATR;MCM2
negative regulation of response to external stimulus (GO:0032102),10/107,0.04158500168313311,1,0,0,1.8691588785046727,5.9439546040877795,EPHA4;NLRP7;NFKBIL1;GPER1;RORC;PYDC2;NLRC3;DRD1;TRIB1;LACRT
Notch receptor processing (GO:0007220),3/16,0.04287015534900723,1,0,0,3.75,11.81092265495912,NOTCH3;PSEN1;DLL1
protein deacylation (GO:0035601),3/16,0.04287015534900723,1,0,0,3.75,11.81092265495912,HDAC3;SIRT5;LYPLAL1
negative regulation of striated muscle cell differentiation (GO:0051154),3/16,0.04287015534900723,1,0,0,3.75,11.81092265495912,CAV3;FRS2;NKX2-5
negative regulation of transcription regulatory region DNA binding (GO:2000678),3/16,0.04287015534900723,1,0,0,3.75,11.81092265495912,MAD2L2;MSX2;PSEN1
steroid biosynthetic process (GO:0006694),8/79,0.043440838071242584,1,0,0,2.0253164556962022,6.35211202212957,CYP27A1;SQLE;ACOX2;SRD5A1;HSD17B8;TSPOAP1;TRERF1;SLC27A5
regulation of neurotransmitter secretion (GO:0046928),4/27,0.04362093265098386,1,0,0,2.962962962962963,9.280646332348267,PREPL;GPER1;SLC30A1;CPLX3
negative regulation of organelle assembly (GO:1902116),4/27,0.04362093265098386,1,0,0,2.962962962962963,9.280646332348267,CAV3;BRCA1;CEP97;NBDY
DNA metabolic process (GO:0006259),23/314,0.04376901950217327,1,0,0,1.464968152866242,4.583634883495429,ZRANB3;TOP2A;RMI2;PCNA;GADD45A;CHRNA4;RFC2;TREX1;BRCA1;TNFAIP1;GTF2H3;INIP;POLA2;TATDN2;ERCC3;ERCC4;TOP1MT;CDK1;DNASE2;ASF1A;ATR;ZNF365;MCM2
"substrate-dependent cell migration, cell extension (GO:0006930)",2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,NRP1;NTN1
response to misfolded protein (GO:0051788),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,UBE2W;STUB1
positive regulation of extracellular matrix disassembly (GO:0090091),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,CARMIL2;CLASP2
negative regulation of membrane protein ectodomain proteolysis (GO:0051045),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,TIMP4;PTPN3
adenylate cyclase-activating dopamine receptor signaling pathway (GO:0007191),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,GNG2;DRD1
amino acid import across plasma membrane (GO:0089718),2/7,0.04435183521490911,1,0,0,5.7142857142857135,17.803435376080927,SLC1A1;SLC7A2
skin development (GO:0043588),9/94,0.045354951622954415,1,0,0,1.9148936170212765,5.923217722110746,LCE1A;LCE2C;LCE4A;PDGFA;ALOX12B;DHCR24;DLL1;ASPRV1;IVL
"nucleotide-excision repair, DNA incision (GO:0033683)",5/40,0.04785273553053826,1,0,0,2.5,7.599067484612446,PCNA;ERCC3;RFC2;ERCC4;GTF2H3
positive regulation of phosphate metabolic process (GO:0045937),4/28,0.04895013769244342,1,0,0,2.8571428571428568,8.619865991683946,NRP1;ILK;BCL10;PSEN1
regulation of protein localization to plasma membrane (GO:1903076),7/67,0.04938993805127162,1,0,0,2.08955223880597,6.285391018194011,DPP10;LRRC15;PDPK1;GPER1;AGR2;PIK3R1;LDLRAP1
positive regulation of natural killer cell mediated immunity (GO:0002717),3/17,0.05017800549335433,1,0,0,3.5294117647058822,10.56062995015536,KLRK1;RASGRP1;HLA-E
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",8/82,0.05220786888704381,1,0,0,1.951219512195122,5.7610186351061445,PCNA;USP10;GADD45A;CDK1;CASP2;MDM4;BRCA1;CNOT9
positive regulation of cell cycle arrest (GO:0071158),8/82,0.05220786888704381,1,0,0,1.951219512195122,5.7610186351061445,PCNA;FAP;GADD45A;CDK1;CASP2;MDM4;BRCA1;CNOT9
cellular response to peptide (GO:1901653),5/41,0.05234904272896249,1,0,0,2.4390243902439024,7.194686897103624,CACNB1;EPHA4;GPER1;CACNA1A;PSEN1
negative regulation of proteolysis (GO:0045861),5/41,0.05234904272896249,1,0,0,2.4390243902439024,7.194686897103624,EPHA4;DNAJC1;NLRP7;TIMP4;PTPN3
monocarboxylic acid biosynthetic process (GO:0072330),7/68,0.05279047635145934,1,0,0,2.0588235294117645,6.0558739225566685,CYP27A1;ACOX2;ACSM6;CHST14;HSD17B8;SLC27A5;CBR4
regulation of embryonic development (GO:0045995),4/29,0.05462119016329882,1,0,0,2.758620689655172,8.020229995291032,POGLUT1;CDK1;DLL1;CLASP2
positive regulation of epidermal growth factor receptor signaling pathway (GO:0045742),4/29,0.05462119016329882,1,0,0,2.758620689655172,8.020229995291032,GPER1;NUP62;AGR2;CNOT9
Golgi to lysosome transport (GO:0090160),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,EHD3;CCDC91
aminoglycoside antibiotic metabolic process (GO:0030647),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,AKR1B10;CBR4
positive regulation of protein localization to Cajal body (GO:1904871),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,TCP1;CCT8
daunorubicin metabolic process (GO:0044597),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,AKR1B10;CBR4
protein K6-linked ubiquitination (GO:0085020),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,UBE2S;BRCA1
regulation of store-operated calcium entry (GO:2001256),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,HOMER3;CASQ1
doxorubicin metabolic process (GO:0044598),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,AKR1B10;CBR4
membrane lipid catabolic process (GO:0046466),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,NAGA;CYP1B1
peptidyl-diphthamide metabolic process (GO:0017182),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,DPH1;DPH7
regulation of protein localization to Cajal body (GO:1904869),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,TCP1;CCT8
peptidyl-diphthamide biosynthetic process from peptidyl-histidine (GO:0017183),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,DPH1;DPH7
tRNA aminoacylation for mitochondrial protein translation (GO:0070127),2/8,0.05721089072209802,1,0,0,5,14.305055007400815,YARS2;WARS2
actin filament polymerization (GO:0030041),3/18,0.058047017485584544,1,0,0,3.333333333333333,9.488339835095955,GSN;WASF3;TTC17
regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664),3/18,0.058047017485584544,1,0,0,3.333333333333333,9.488339835095955,NFKBIL1;TRIB1;LACRT
regulation of cardiac muscle cell membrane repolarization (GO:0099623),3/18,0.058047017485584544,1,0,0,3.333333333333333,9.488339835095955,KCNE2;CAV3;SCN4B
regulation of smooth muscle cell migration (GO:0014910),3/18,0.058047017485584544,1,0,0,3.333333333333333,9.488339835095955,NRP1;PDGFA;TRIB1
transcription initiation from RNA polymerase II promoter (GO:0006367),13/160,0.05814883760924165,1,0,0,1.625,4.622717758327802,NOTCH3;WWTR1;GTF2A2;TAF10;RORC;GTF2H3;GTF2F2;MED15;NR6A1;MED30;ERCC3;CDK1;POLR2F
phospholipid metabolic process (GO:0006644),7/70,0.06002223966632419,1,0,0,2,5.626080248664981,PLPPR3;ACP6;LPCAT1;PLBD1;AGPAT2;AGPAT3;ENPP7
protein palmitoylation (GO:0018345),4/30,0.06063113352204076,1,0,0,2.6666666666666665,7.474524702251736,GOLGA7B;ABHD17B;ZDHHC5;ZDHHC12
regulation of developmental growth (GO:0048638),4/30,0.06063113352204076,1,0,0,2.6666666666666665,7.474524702251736,CTTN;AGR2;SIX1;DLL1
membrane depolarization (GO:0051899),5/43,0.06205452849740553,1,0,0,2.325581395348837,6.4645157873716,CHRNA4;CATSPER4;CACNA1A;SCN7A;BEST2
positive regulation of protein localization to plasma membrane (GO:1903078),5/43,0.06205452849740553,1,0,0,2.325581395348837,6.4645157873716,DPP10;PDPK1;GPER1;AGR2;PIK3R1
peptidyl-lysine modification (GO:0018205),10/115,0.06223696205916553,1,0,0,1.7391304347826086,4.829228192011538,TOP2A;SENP6;PCNA;MTA1;NUP210;NUP50;NUP62;VCPKMT;SIRT5;IVL
regulation of neurogenesis (GO:0050767),6/57,0.06427597956822549,1,0,0,2.1052631578947367,5.77804060142804,CASZ1;GPER1;SIX1;OPRM1;DLL1;TRIM32
protein import into mitochondrial matrix (GO:0030150),3/19,0.06645795649124922,1,0,0,3.157894736842105,8.561639256247336,DNAJC19;GRPEL1;PAM16
negative regulation of response to biotic stimulus (GO:0002832),3/19,0.06645795649124922,1,0,0,3.157894736842105,8.561639256247336,NFKBIL1;TRIB1;LACRT
gamma-aminobutyric acid signaling pathway (GO:0007214),3/19,0.06645795649124922,1,0,0,3.157894736842105,8.561639256247336,GABRA2;GABRR3;GABRA1
striated muscle cell differentiation (GO:0051146),3/19,0.06645795649124922,1,0,0,3.157894736842105,8.561639256247336,KDM6B;MYOCD;NKX2-5
negative regulation of immune system process (GO:0002683),5/44,0.06726261217595207,1,0,0,2.2727272727272725,6.134433491895637,NLRP7;GPER1;NFKBIL1;TLR9;BCL10
negative regulation of NIK/NF-kappaB signaling (GO:1901223),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,ADGRG3;NLRC3
negative regulation of cytokine production involved in inflammatory response (GO:1900016),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,NLRP7;NLRC3
sphingomyelin metabolic process (GO:0006684),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,SAMD8;ENPP7
negative regulation of natural killer cell mediated cytotoxicity (GO:0045953),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,MICA;HLA-E
small nucleolar ribonucleoprotein complex assembly (GO:0000491),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,SHQ1;RUVBL1
regulation of skeletal muscle cell differentiation (GO:2001014),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,MYOCD;KLHL41
positive regulation of establishment of protein localization to telomere (GO:1904851),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,TCP1;CCT8
glycine transport (GO:0015816),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,SLC6A20;SLC38A5
omega-hydroxylase P450 pathway (GO:0097267),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,CYP1B1;CYP2C19
protein modification by small protein conjugation or removal (GO:0070647),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,SENP6;ZNF747
negative regulation of chromatin silencing (GO:0031936),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,ASF1A;PHF8
proline transport (GO:0015824),2/9,0.07117333236542388,1,0,0,4.444444444444444,11.745053671792467,SLC1A4;SLC6A20
7-methylguanosine mRNA capping (GO:0006370),4/32,0.07364989211173907,1,0,0,2.5,6.521081502381298,ERCC3;POLR2F;GTF2H3;GTF2F2
response to zinc ion (GO:0010043),4/32,0.07364989211173907,1,0,0,2.5,6.521081502381298,MT1A;MT1M;SLC30A1;CRIP1
7-methylguanosine RNA capping (GO:0009452),4/32,0.07364989211173907,1,0,0,2.5,6.521081502381298,ERCC3;POLR2F;GTF2H3;GTF2F2
positive regulation of telomere maintenance via telomerase (GO:0032212),4/32,0.07364989211173907,1,0,0,2.5,6.521081502381298,TCP1;CCT8;MAP3K4;ATR
positive regulation of transcription factor import into nucleus (GO:0042993),4/32,0.07364989211173907,1,0,0,2.5,6.521081502381298,HDAC3;TLR9;PIK3R1;LACRT
regulation of phosphorylation (GO:0042325),10/119,0.07467856020884321,1,0,0,1.680672268907563,4.360608806670558,NRP1;SRPX2;NUP210;NUP50;NUP62;FN1;STAP1;ILK;BCL10;PSEN1
error-prone translesion synthesis (GO:0042276),3/20,0.07538936106098607,1,0,0,2.9999999999999996,7.755267341732064,MAD2L2;PCNA;RFC2
regulation of calcium ion transmembrane transport (GO:1903169),3/20,0.07538936106098607,1,0,0,2.9999999999999996,7.755267341732064,CACNB1;CAV3;CASQ1
autophagy of nucleus (GO:0044804),3/20,0.07538936106098607,1,0,0,2.9999999999999996,7.755267341732064,WDR45B;ATG13;ATG7
growth hormone receptor signaling pathway (GO:0060396),3/20,0.07538936106098607,1,0,0,2.9999999999999996,7.755267341732064,GH2;CSH1;PIK3R1
organelle disassembly (GO:1903008),3/20,0.07538936106098607,1,0,0,2.9999999999999996,7.755267341732064,CDK1;MTIF2;RETREG1
positive regulation of protein localization to cell periphery (GO:1904377),5/46,0.07838227433911542,1,0,0,2.1739130434782608,5.535124934351927,DPP10;PDPK1;GPER1;AGR2;PIK3R1
nuclear envelope disassembly (GO:0051081),5/46,0.07838227433911542,1,0,0,2.1739130434782608,5.535124934351927,NUP210;NUP50;AKAP8L;NUP62;CDK1
regulation of tumor necrosis factor production (GO:0032680),6/61,0.08348906656118887,1,0,0,1.9672131147540983,4.884668055906092,ARG2;NFKBIL1;TLR9;NLRC3;RASGRP1;HLA-E
"nucleotide-excision repair, preincision complex stabilization (GO:0006293)",3/21,0.08481794993785322,1,0,0,2.8571428571428568,7.049280242253078,ERCC3;ERCC4;GTF2H3
thyroid gland development (GO:0030878),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,SIX1;NKX2-5
cellular response to growth hormone stimulus (GO:0071378),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,GH2;PIK3R1
positive regulation of steroid metabolic process (GO:0045940),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,LDLRAP1;APOA5
regulation of cytoplasmic translational elongation (GO:1900247),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,DPH1;DPH7
regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045091),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,TOP2A;APOBEC3C
negative regulation of inclusion body assembly (GO:0090084),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,DNAJB1;SACS
astrocyte development (GO:0014002),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,PSEN1;DLL1
epithelial cell morphogenesis (GO:0003382),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,POF1B;RILPL1
negative regulation of cell activation (GO:0050866),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,GPER1;PDGFA
regulation of establishment of protein localization to telomere (GO:0070203),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,TCP1;CCT8
IRES-dependent viral translational initiation (GO:0075522),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,PTBP1;EIF3F
positive regulation of smooth muscle cell migration (GO:0014911),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,NRP1;DOCK5
negative regulation of intracellular estrogen receptor signaling pathway (GO:0033147),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,BRCA1;CNOT9
quinone metabolic process (GO:1901661),2/10,0.08609691405925976,1,0,0,4,9.809126838186547,AKR1B10;CBR4
DNA repair (GO:0006281),20/288,0.08697905350329747,1,0,0,1.3888888888888888,3.391788824508127,ZRANB3;RMI2;GTF2H2C;PCNA;GADD45A;CHRNA4;RFC2;TREX1;ACTR5;BRCA1;PARP9;GTF2H3;INIP;MAD2L2;MTA1;ERCC3;ERCC4;CDK1;ASF1A;ATR
mitochondrial translation (GO:0032543),9/107,0.08740344947079064,1,0,0,1.6822429906542054,4.099997152379927,MRPS17;MRPS33;MTERF4;MRPS23;GATC;MTIF2;MRPS30;MRPS6;MRPL46
positive regulation of telomere maintenance via telomere lengthening (GO:1904358),4/34,0.08796002427126849,1,0,0,2.352941176470588,5.719700793788988,TCP1;CCT8;MAP3K4;ATR
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",6/62,0.08873881335310585,1,0,0,1.9354838709677418,4.687854010251747,PCNA;GADD45A;CDK1;CASP2;MDM4;CNOT9
amino acid transport (GO:0006865),5/48,0.0904238200779985,1,0,0,2.0833333333333335,5.006765728864707,SLC1A4;SLC6A20;SLC7A2;SLC38A5;SLC38A4
signal transduction involved in mitotic G1 DNA damage checkpoint (GO:0072431),6/63,0.09416438282354153,1,0,0,1.9047619047619047,4.500406229636559,PCNA;GADD45A;CDK1;CASP2;MDM4;CNOT9
regulation of natural killer cell mediated cytotoxicity (GO:0042269),3/22,0.09471898702745883,1,0,0,2.727272727272727,6.427747642616689,KLRK1;RASGRP1;MICA
regulation of catecholamine secretion (GO:0050433),3/22,0.09471898702745883,1,0,0,2.727272727272727,6.427747642616689,SYT4;CHRNA4;KCNA2
"nucleotide-excision repair, DNA incision, 3'-to lesion (GO:0006295)",3/22,0.09471898702745883,1,0,0,2.727272727272727,6.427747642616689,ERCC3;ERCC4;GTF2H3
